"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"AUSTIN","89365","CHILDRENS CHURCH","109"
"AUSTIN","18743","CHURCH","126"
"AUSTIN","18725","COMMUNITY BUILDING","178"
"AUSTIN","18729","COMMUNITY ROOM","202"
"AUSTIN","90619","EDUCATION CENTER","247"
"AUSTIN","26989","FELLOWSHIP HALL","66"
"AUSTIN","90095","FUCHS HALL (REP)","148"
"AUSTIN","18731","HALL","95"
"AUSTIN","18749","HALL","222"
"AUSTIN","18751","KITCHEN","149"
"AUSTIN","22906","MEETING","190"
"AUSTIN","89367","MEETING ROOM","219"
"AUSTIN","18753","MEETING ROOM","64"
"AUSTIN","18737","MEETING ROOM","163"
"AUSTIN","89408","MEETING ROOM","135"
"AUSTIN","5450","W E HILL COMMUNITY CENTER","276"
"BAILEY","18522","COLOSSIUM","466"
"BANDERA","26959","BUS BARN","255"
"BANDERA","16065","ELECTION ROOM","276"
"BANDERA","32583","ELECTION ROOM","196"
"BANDERA","19904","GED CLASSROOM","191"
"BANDERA","5457","IN THE BAND HALL HALLWAY","162"
"BANDERA","5460","LAKEHILLS CIVIC CENTER","169"
"BANDERA","5465","LAKESHORE VOLUNTEER FIRE DEPT.","90"
"BANDERA","5458","PIPE CREEK VOL FIRE DEPT.","305"
"BANDERA","5464","TARPLEY COMMUNITY CENTER","34"
"BANDERA","5466","VANDERPOOL VOLUNTEER FIRE DEPT.","117"
"BASTROP","94173","BASTROP CHURCH OF CHRIST","209"
"BASTROP","94181","BASTROP COUNTY ESD #1 STATION 5","146"
"BASTROP","94172","BASTROP COUNTY PCT. 1 ROAD BARN","146"
"BASTROP","94178","BASTROP FIRE DEPARTMENT STATION #3 (CIRCLE D)","236"
"BASTROP","94169","BASTROP FIRE DEPARTMENT STATION 2 (TAHITIAN)","294"
"BASTROP","91377","CALVARY BAPTIST CHURCH","115"
"BASTROP","91380","CEDAR CREEK UNITED METHODIST CHURCH","103"
"BASTROP","91381","CIVIC CENTER","145"
"BASTROP","94186","FAITH LUTHERAN CHURCH","190"
"BASTROP","94184","FAMILY WORSHIP CENTER","155"
"BASTROP","94170","FIRST BAPTIST CHURCH","168"
"BASTROP","94176","HEART OF THE PINES VFD","70"
"BASTROP","94179","HILLS PRAIRIE BAPTIST CHURCH","119"
"BASTROP","94174","LAKE THUNDERBIRD COMMUNITY CENTER","130"
"BASTROP","94183","LOST PINES COWBOY CHURCH","80"
"BASTROP","94185","NEW LIFE BAPTIST FELLOWSHIP","212"
"BASTROP","94177","PAIGE COMMUNITY CENTER","125"
"BASTROP","94180","RED ROCK COMMUNITY CENTER","204"
"BASTROP","94171","RIVER VALLEY CHRISTIAN FELLOWSHIP","212"
"BASTROP","94175","ROSANKY COMMUNITY CENTER","265"
"BASTROP","91379","SMITHVILLE CITY HALL","167"
"BASTROP","94182","WYLDWOOD BAPTIST CHURCH","200"
"BAYLOR","20497","LIBRARY","532"
"BEE","94659","AMERICAN LEGION HALL","37"
"BEE","5500","BEE COUNTY COLISEUM","176"
"BEE","94166","COMMUNITY ENGAGEMENT CENTER","38"
"BEE","94163","NEW SHERIFF'S OFFICE -TRAINING ROOM/LOBBY","74"
"BEE","94164","PARISH HALL","168"
"BEE","90100","RECEPTION HALL","114"
"BEE","90522","STUDENT CENTER","70"
"BEE","32985","TRAINING ROOM","321"
"BELL","5514","109 ST. JOSEPH PARISH HALL","78"
"BELL","5536","310 ST JOSEPH CATH CHURCH FELLOWSHIP HALL","164"
"BELL","5530","A & E STORAGE","55"
"BELL","91541","BELL COUNTY ANNEX","736"
"BELL","91548","BELL COUNTY ANNEX","188"
"BELL","91543","BELL COUNTY ANNEX","515"
"BELL","5506","BELTON NAZARENE CHURCH","572"
"BELL","5508","BELTON SENIOR CENTER","200"
"BELL","5534","BETHEL ASSEMBLY OF GOD","327"
"BELL","5510","BLISS COMMUNITY CENTER","318"
"BELL","5542","BOYS RANCH ROAD","201"
"BELL","5547","CENTRAL FIRE STATION","93"
"BELL","94765","CONFERENCE ROOM","52"
"BELL","5531","CROSS CHURCH ON BIRDCREEK","387"
"BELL","94763","DESTINY OUTREACH CHURCH","127"
"BELL","5537","FIRST BAPTIST CHURCH MOFFAT","382"
"BELL","5538","FIRST BAPTIST CHURCH OF ROGERS","234"
"BELL","5526","FIRST BAPTIST CHURCH OF TRIMMIER","154"
"BELL","26935","FIRST CHURCH OF THE NAZARENE","590"
"BELL","5546","FOYER OF AUDITORIUM","148"
"BELL","5523","GRACE CHRISTIAN CENTER","273"
"BELL","5518","HARKER HEIGHTS PARKS AND RECREATION CENTER","507"
"BELL","5532","IMMANUEL BAPTIST CHURCH","252"
"BELL","5516","J. W. SIMS COMMUNITY CENTER","394"
"BELL","91546","KILLEEN COMMUNITY CENTER","293"
"BELL","5522","KILLEEN SENIOR CENTER @ LIONS CLUB PARK","349"
"BELL","5513","KUHLMANN CIVIC CENTER","384"
"BELL","5511","LIBERTY CHRISTIAN CENTER","96"
"BELL","94761","MPR COMMUNITY CTR","540"
"BELL","94764","NORTHSIDE CHURCH OF CHRIST","161"
"BELL","26933","PALO ALTO MIDDLE SCHOOL","109"
"BELL","94766","ROY J. SMITH MIDDLE SCHOOL","85"
"BELL","5519","SALADO CHURCH OF CHRIST ACTIVITIES CENTER","747"
"BELL","94664","SKYLINE BAPTIST CHURCH","69"
"BELL","5525","ST PAUL CHONG HASANG CATH CHURCH","284"
"BELL","5527","TROY COMMUNITY CENTER","539"
"BELL","5528","VFW POST 1820","557"
"BELL","94762","VFW POST 3892","104"
"BELL","5549","WEST BELL WATER SUPPLY OFFICE","241"
"BELL","5533","WILSON PARKS & RECREATION CENTER","39"
"BEXAR","93707","AUDITORIUM","137"
"BEXAR","92812","BURBANK HIGH SCHOOL","35"
"BEXAR","93807","CENTER","219"
"BEXAR","93627","CENTER","48"
"BEXAR","93585","CENTER","63"
"BEXAR","93741","CENTER","278"
"BEXAR","93793","CENTER","45"
"BEXAR","92849","CENTER","68"
"BEXAR","93755","CENTER","129"
"BEXAR","93727","CENTER","174"
"BEXAR","93810","CENTER","133"
"BEXAR","93562","CENTER","143"
"BEXAR","93580","CENTER","59"
"BEXAR","93715","CENTER","131"
"BEXAR","93831","CENTER","39"
"BEXAR","93728","CENTER","257"
"BEXAR","93676","CENTER","55"
"BEXAR","93809","CENTER","219"
"BEXAR","93779","CENTER","202"
"BEXAR","93654","CENTER","20"
"BEXAR","93508","CENTER","79"
"BEXAR","93787","CENTER","64"
"BEXAR","93640","CENTER","178"
"BEXAR","93695","CENTER","190"
"BEXAR","93762","CENTER","107"
"BEXAR","93781","CENTER","19"
"BEXAR","92835","CENTER","40"
"BEXAR","93784","CENTER","29"
"BEXAR","93721","CHURCH","200"
"BEXAR","93677","CHURCH","97"
"BEXAR","93718","CHURCH","243"
"BEXAR","93469","CHURCH","75"
"BEXAR","93765","CHURCH","136"
"BEXAR","92831","CHURCH","44"
"BEXAR","93748","CHURCH","197"
"BEXAR","93699","CHURCH","170"
"BEXAR","93525","CHURCH","96"
"BEXAR","93759","CHURCH","165"
"BEXAR","93532","CHURCH","42"
"BEXAR","93529","CHURCH","85"
"BEXAR","93589","CHURCH","54"
"BEXAR","93735","CHURCH","171"
"BEXAR","93798","CHURCH","154"
"BEXAR","93669","CHURCH","36"
"BEXAR","93725","CITY HALL","364"
"BEXAR","93730","CLUBHOUSE","172"
"BEXAR","93568","COURTHOUSE","117"
"BEXAR","93732","HALL","301"
"BEXAR","93701","HALL","464"
"BEXAR","93816","HALL","308"
"BEXAR","93815","HALL","111"
"BEXAR","93703","HALL","295"
"BEXAR","93702","HALL","156"
"BEXAR","93812","HALL","206"
"BEXAR","93705","HALL","183"
"BEXAR","93819","HALL","86"
"BEXAR","93740","HALL","144"
"BEXAR","92811","HALL","40"
"BEXAR","93723","HALLROOM","288"
"BEXAR","92836","INSIDE MALL","80"
"BEXAR","93803","LIBRARY","266"
"BEXAR","93729","LIBRARY","189"
"BEXAR","93828","LIBRARY","220"
"BEXAR","93733","LIBRARY","377"
"BEXAR","92818","LIBRARY","129"
"BEXAR","93481","LIBRARY","64"
"BEXAR","92828","LIBRARY","196"
"BEXAR","93488","LIBRARY","88"
"BEXAR","93792","LIBRARY","153"
"BEXAR","93652","LIBRARY","243"
"BEXAR","93434","LIBRARY","119"
"BEXAR","93749","LIBRARY","365"
"BEXAR","93776","LIBRARY","317"
"BEXAR","93672","LIBRARY","262"
"BEXAR","93780","LIBRARY","58"
"BEXAR","93698","LIBRARY","434"
"BEXAR","93821","LIBRARY","268"
"BEXAR","93472","LIBRARY","73"
"BEXAR","93674","LIBRARY","97"
"BEXAR","93842","LIBRARY","268"
"BEXAR","93772","LIBRARY","402"
"BEXAR","93459","MAIN OFFICE","102"
"BEXAR","93684","MALL","178"
"BEXAR","92842","OFFICE","135"
"BEXAR","93114","RETIREMENT HOME","289"
"BEXAR","92813","SAME","28"
"BEXAR","92810","SAN ANTONIO HOUSING AUTHORITY","75"
"BEXAR","93451","SCHOOL","214"
"BEXAR","92823","SCHOOL","87"
"BEXAR","93743","SCHOOL","224"
"BEXAR","93824","SCHOOL","107"
"BEXAR","93745","SCHOOL","117"
"BEXAR","93436","SCHOOL","95"
"BEXAR","93788","SCHOOL","72"
"BEXAR","93797","SCHOOL","51"
"BEXAR","92822","SCHOOL","33"
"BEXAR","92834","SCHOOL","48"
"BEXAR","93789","SCHOOL","42"
"BEXAR","92854","SCHOOL","176"
"BEXAR","93439","SCHOOL","103"
"BEXAR","93768","SCHOOL","141"
"BEXAR","93662","SCHOOL","99"
"BEXAR","93681","SCHOOL","9"
"BEXAR","93726","SCHOOL","82"
"BEXAR","93541","SCHOOL","16"
"BEXAR","93804","SCHOOL","64"
"BEXAR","93535","SCHOOL","63"
"BEXAR","93808","SCHOOL","128"
"BEXAR","93432","SCHOOL","56"
"BEXAR","93446","SCHOOL","173"
"BEXAR","93555","SCHOOL","49"
"BEXAR","93495","SCHOOL","47"
"BEXAR","93839","SCHOOL","192"
"BEXAR","93753","SCHOOL","148"
"BEXAR","93777","SCHOOL","222"
"BEXAR","93764","SCHOOL","61"
"BEXAR","93666","SCHOOL","75"
"BEXAR","93773","SCHOOL","343"
"BEXAR","93655","SCHOOL","17"
"BEXAR","93795","SCHOOL","79"
"BEXAR","93820","SCHOOL","87"
"BEXAR","93678","SCHOOL","51"
"BEXAR","93806","SCHOOL","94"
"BEXAR","93697","SCHOOL","69"
"BEXAR","93805","SCHOOL","19"
"BEXAR","93830","SCHOOL","62"
"BEXAR","93827","SCHOOL","97"
"BEXAR","93747","SCHOOL","103"
"BEXAR","93712","SCHOOL","214"
"BEXAR","93560","SCHOOL","29"
"BEXAR","93656","SCHOOL","87"
"BEXAR","93801","SCHOOL","50"
"BEXAR","93751","SCHOOL","55"
"BEXAR","93836","SCHOOL","48"
"BEXAR","93461","SCHOOL","17"
"BEXAR","93737","SCHOOL","136"
"BEXAR","93775","SCHOOL","78"
"BEXAR","92837","SCHOOL","20"
"BEXAR","93500","SCHOOL","23"
"BEXAR","93800","SCHOOL","14"
"BEXAR","93837","SCHOOL","32"
"BEXAR","93734","SCHOOL","257"
"BEXAR","93770","SCHOOL","130"
"BEXAR","92855","SCHOOL","94"
"BEXAR","93757","SCHOOL","204"
"BEXAR","93443","SCHOOL","101"
"BEXAR","92850","SCHOOL","44"
"BEXAR","93838","SCHOOL","72"
"BEXAR","93754","SCHOOL","90"
"BEXAR","93686","SCHOOL","196"
"BEXAR","93506","SCHOOL","92"
"BEXAR","93692","SCHOOL","74"
"BEXAR","92821","SCHOOL","28"
"BEXAR","93565","SCHOOL","50"
"BEXAR","93517","SCHOOL","9"
"BEXAR","93746","SCHOOL","181"
"BEXAR","93708","SCHOOL","135"
"BEXAR","93724","SCHOOL","180"
"BEXAR","93790","SCHOOL","85"
"BEXAR","93685","SCHOOL","60"
"BEXAR","93682","SCHOOL","122"
"BEXAR","93657","SCHOOL","71"
"BEXAR","93786","SCHOOL","46"
"BEXAR","93861","SCHOOL","150"
"BEXAR","93483","SCHOOL","16"
"BEXAR","93758","SCHOOL","230"
"BEXAR","93709","SCHOOL","181"
"BEXAR","93774","SCHOOL","127"
"BEXAR","93761","SCHOOL","72"
"BEXAR","93691","SCHOOL","119"
"BEXAR","92815","SCHOOL","64"
"BEXAR","93538","SCHOOL","58"
"BEXAR","93738","SCHOOL","401"
"BEXAR","93456","SCHOOL","116"
"BEXAR","92830","SCHOOL","47"
"BEXAR","92827","SCHOOL","164"
"BEXAR","93742","SCHOOL","262"
"BEXAR","93696","SCHOOL","93"
"BEXAR","93591","SCHOOL","39"
"BEXAR","93435","SCHOOL","13"
"BEXAR","93447","SCHOOL","95"
"BEXAR","93722","SCHOOL","172"
"BEXAR","93433","SCHOOL","25"
"BEXAR","93680","SCHOOL","101"
"BEXAR","93512","SCHOOL","29"
"BEXAR","93823","SCHOOL","22"
"BEXAR","93756","SCHOOL","162"
"BEXAR","93835","SCHOOL","64"
"BEXAR","93104","SCHOOL","25"
"BEXAR","93464","SCHOOL","20"
"BEXAR","93760","SCHOOL","128"
"BEXAR","92826","SCHOOL","20"
"BEXAR","93690","SCHOOL","116"
"BEXAR","93716","SCHOOL","202"
"BEXAR","93449","SCHOOL","182"
"BEXAR","93834","SCHOOL","184"
"BEXAR","93833","SCHOOL","120"
"BEXAR","93783","SCHOOL","22"
"BEXAR","93485","SCHOOL","20"
"BEXAR","93811","SCHOOL","92"
"BEXAR","93679","SCHOOL","220"
"BEXAR","93826","SCHOOL","124"
"BEXAR","93442","SCHOOL","100"
"BEXAR","93675","SCHOOL","173"
"BEXAR","93448","SCHOOL","79"
"BEXAR","93437","SCHOOL","18"
"BEXAR","92845","SCHOOL","81"
"BEXAR","93736","SCHOOL","223"
"BEXAR","93739","SCHOOL","184"
"BEXAR","93683","SCHOOL","145"
"BEXAR","93719","SCHOOL","104"
"BEXAR","93704","SCHOOL","188"
"BEXAR","93763","SCHOOL","205"
"BEXAR","93794","SCHOOL","17"
"BEXAR","93504","SCHOOL","46"
"BEXAR","93817","SCHOOL","147"
"BEXAR","92816","SCHOOL","29"
"BEXAR","93689","SCHOOL","139"
"BEXAR","93785","SCHOOL","22"
"BEXAR","93750","SCHOOL","185"
"BEXAR","93111","SCHOOL","87"
"BEXAR","93454","SCHOOL","286"
"BEXAR","92843","SCHOOL","33"
"BEXAR","93478","SCHOOL","27"
"BEXAR","93664","SCHOOL","97"
"BEXAR","93791","SCHOOL","70"
"BEXAR","93713","SCHOOL","249"
"BEXAR","93474","SCHOOL","22"
"BEXAR","93829","SCHOOL","105"
"BEXAR","93840","SCHOOL","150"
"BEXAR","93782","SCHOOL","30"
"BEXAR","93070","SCHOOL","36"
"BEXAR","93466","SCHOOL","20"
"BEXAR","92839","SCHOOL","41"
"BEXAR","93693","SCHOOL","86"
"BEXAR","92832","SCHOOL","25"
"BEXAR","93438","SCHOOL","55"
"BEXAR","93612","SCHOOL","42"
"BEXAR","93767","SCHOOL","129"
"BEXAR","93649","SCHOOL","121"
"BEXAR","93548","SCHOOL","41"
"BEXAR","93769","SCHOOL","150"
"BEXAR","93766","SCHOOL","155"
"BEXAR","93752","SCHOOL","217"
"BEXAR","92819","SCHOOL","20"
"BEXAR","93720","SCHOOL","131"
"BEXAR","93843","SCHOOL","116"
"BEXAR","93643","SCHOOL","107"
"BEXAR","93688","SCHOOL","71"
"BEXAR","93109","SCHOOL","90"
"BEXAR","93825","SCHOOL","76"
"BEXAR","92829","SCHOOL","34"
"BEXAR","93841","SCHOOL","234"
"BEXAR","92825","SCHOOL","36"
"BEXAR","93799","SCHOOL","12"
"BEXAR","93659","SCHOOL","157"
"BEXAR","93141","SCHOOL","146"
"BEXAR","93694","SCHOOL","175"
"BEXAR","93802","SCHOOL","60"
"BEXAR","93445","SCHOOL","183"
"BEXAR","93822","SCHOOL","54"
"BEXAR","93818","SCHOOL","76"
"BEXAR","93710","SCHOOL","242"
"BEXAR","93127","SCHOOL","97"
"BEXAR","92858","SCHOOL","117"
"BEXAR","93571","SCHOOL","29"
"BEXAR","92814","SCHOOL","26"
"BEXAR","92824","SCHOOL","18"
"BEXAR","93796","SCHOOL","86"
"BEXAR","93441","SCHOOL","133"
"BEXAR","93700","SCHOOL","124"
"BEXAR","93440","SCHOOL","103"
"BEXAR","93687","SCHOOL","220"
"BLANCO","89400","BLANCO MASONIC HALL","335"
"BLANCO","5860","COMMISSIONER PCT 3 BARN","80"
"BLANCO","89668","GOOD SHEPHERD CATHOLIC CHURCH","253"
"BLANCO","5859","HOPPE ROOM","149"
"BLANCO","90186","SOUTH BLANCO COUNTY ANNEX","315"
"BLANCO","5861","ST. LUKE'S EPISCOPAL CHURCH","49"
"BORDEN","89426","BORDEN COUNTY COURTHOUSE","28"
"BORDEN","25295","COUNTY COURTROOM","24"
"BORDEN","89429","FAIRVIEW ELECTION BLDG","24"
"BORDEN","89424","FIRST BAPTIST CHURCH FELLOWSHIP HALL","12"
"BORDEN","89428","MURPHY ELECTION BLDG","2"
"BORDEN","89425","PLAINS COMMUNITY CENTER","30"
"BORDEN","89427","VEALMOOR ELECTION BLDG","11"
"BOSQUE","5885","CAYOTE COMMUNITY CENTER","140"
"BOSQUE","13211","CLIFTON CIVIC CENTER","170"
"BOSQUE","5879","CLIFTON CIVIC CENTER","426"
"BOSQUE","5877","CRANFILLS GAP COMMUNITY CENTER","143"
"BOSQUE","5871","IREDELL CITY HALL","174"
"BOSQUE","32170","LAKESIDE COMMUNITY CENTER","264"
"BOSQUE","5875","MERIDIAN CIVIC CENTER","105"
"BOSQUE","27886","MERIDIAN CIVIC CENTER","179"
"BOSQUE","15464","VALLEY MILLS OLD CITY HALL","275"
"BOSQUE","5872","WALNUT SPRINGS CITY HALL","189"
"BOSQUE","5882","WEST SHORE COMMUNITY CENTER","274"
"BOWIE","22365","ARTS & SCIENCE CLASS ROOM BUILDING","110"
"BOWIE","89275","AUXILIARY ROOM","338"
"BOWIE","22348","COUNCIL CHAMBERS","506"
"BOWIE","22340","DINING ROOM","194"
"BOWIE","89278","ENTRANCE HALL","175"
"BOWIE","22359","ENTRY HALLWAY","315"
"BOWIE","22335","FAMILY LIFE CENTER","65"
"BOWIE","89276","FELLOWSHIP HALL","181"
"BOWIE","89282","FELLOWSHIP HALL","74"
"BOWIE","94207","FELLOWSHIP HALL","679"
"BOWIE","89265","FELLOWSHIP HALL","253"
"BOWIE","22357","FELLOWSHIP HALL","474"
"BOWIE","89272","FELLOWSHIP HALL","479"
"BOWIE","22343","FOYER","96"
"BOWIE","89279","GYM","520"
"BOWIE","89273","GYM","278"
"BOWIE","89267","GYM","174"
"BOWIE","22347","GYM","413"
"BOWIE","22341","HALL WAY 1ST FLOOR","71"
"BOWIE","89271","MEETING AREA","431"
"BOWIE","89270","MEETING AREA A/C","357"
"BOWIE","89280","MULTI-PURPOSE BLDG","189"
"BOWIE","22366","REAR MEETING ROOM","334"
"BOWIE","89281","RECEPTION ROOM","204"
"BOWIE","22367","RECEPTION ROOM","393"
"BOWIE","22346","ROOM 102, OR 103","313"
"BOWIE","89274","STAFF LOUNGE","320"
"BRAZORIA","12021","ALVIN LIBRARY MEETING ROOM","1244"
"BRAZORIA","5949","ANNEX BLDG","57"
"BRAZORIA","89125","BONNEY ANNEX BLDG","148"
"BRAZORIA","32308","BRAZORIA LIBRARY MEETING ROOM","554"
"BRAZORIA","90657","CLUTE EVENT CENTER","182"
"BRAZORIA","12142","DANBURY COMMUNITY CENTER","387"
"BRAZORIA","90164","DRAINAGE DISTRICT #4 OPERATIONS BLDG","330"
"BRAZORIA","20240","EAST ANNEX RM 144","860"
"BRAZORIA","32922","FIRST CHURCH OF PEARLAND FOYER","185"
"BRAZORIA","12165","FREEPORT LIBRARY MEETING ROOM","350"
"BRAZORIA","12144","LAKE JACKSON CIVIC CENTER","1420"
"BRAZORIA","94019","MERIDIANA INFO CENTER","107"
"BRAZORIA","5954","MIMS COMMUNITY CENTER","52"
"BRAZORIA","90811","NEW HARVEST CHRISTIAN FELLOWSHIP","94"
"BRAZORIA","12022","NORTH ANNEX VOTING ROOM","592"
"BRAZORIA","5929","OYSTER CREEK CITY HALL","141"
"BRAZORIA","90084","PCT 4 NORTH ANNEX COURTROOM","99"
"BRAZORIA","89766","PEARLAND REC CENTER MEETING ZONE","336"
"BRAZORIA","32090","PEARLAND WESTSIDE LIBRARY MEETING ROOM","380"
"BRAZORIA","32880","PRECINCT 4 BUILDING #2","551"
"BRAZORIA","32309","RICHWOOD CITY HALL COUNCIL CHAMBERS","251"
"BRAZORIA","5972","SHADYCREST BAPTIST FELLOWSHIP HALL","88"
"BRAZORIA","20247","SILVERLAKE RECREATION CENTER","370"
"BRAZORIA","5935","SWEENY COMMUNITY CENTER MEETING ROOM","490"
"BRAZORIA","32089","TOM REID LIBRARY MEETING ROOM","1451"
"BRAZORIA","5992","WEST ANNEX MEETING ROOM","169"
"BRAZORIA","5994","WESTSIDE EVENT CENTER","502"
"BRAZOS","11912","ADMINISTRATIVE CONFERENCE ROOM","426"
"BRAZOS","14671","BACK ROOM","53"
"BRAZOS","17658","BACK ROOM","322"
"BRAZOS","6011","CAFETERIA","7"
"BRAZOS","90108","CLASSROOM AT EAST ENTRANCE","403"
"BRAZOS","6023","FELLOWSHIP HALL","942"
"BRAZOS","6020","FELLOWSHIP HALL","36"
"BRAZOS","23771","FIRST BAPTIST CHURCH  BRYAN","786"
"BRAZOS","17652","FRONT FOYER","611"
"BRAZOS","21904","FRONT FOYER","577"
"BRAZOS","6019","GYM BEHIND THE CHURCH","385"
"BRAZOS","11913","LEFT ENTRANCE IN MAIN FOYER","1147"
"BRAZOS","32122","MAIN ENTRANCE","229"
"BRAZOS","32123","MAIN ENTRANCE","46"
"BRAZOS","6024","MAIN ROOM","750"
"BRAZOS","5996","MAIN ROOM","290"
"BRAZOS","11902","MAIN ROOM","922"
"BRAZOS","11905","MAIN ROOM","327"
"BRAZOS","6013","MEETING ROOM, DOWNSTAIRS","200"
"BRAZOS","6017","MULTI PURPOSE ROOM","86"
"BRAZOS","22485","SIDE ROOM","423"
"BRAZOS","6021","SIDE ROOM OFF OF MAIN WORSHIP HALL","613"
"BRAZOS","89128","SOUTH ENTRANCE","385"
"BRAZOS","6007","TEXAS A&M UNIVERSITY","235"
"BRAZOS","14680","WEST SIDE OF BUILDING IN THE FOYER","432"
"BREWSTER","21009","ALPINE CITY COUNCIL CHAMBERS","93"
"BREWSTER","94348","ALPINE NEIGHBORHOOD CENTER","22"
"BREWSTER","90604","BREWSTER COUNTY OFFICES - OLD FOOD BANK","166"
"BREWSTER","94357","J.W. PATTILLO COMMUNITY CENTER","52"
"BREWSTER","94343","JUDGE VAL CLARK BEARD OFFICE COMPLEX","56"
"BREWSTER","94350","MARATHON COMMUNITY CENTER","41"
