,,Voter Status,,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,11,4,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 1,6,1,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 2,4,1,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 3,3,,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,14,8,
,ASHLAND - CITY OF ASHLAND - WARD 1,23,8,
,ASHLAND - CITY OF ASHLAND - WARD 10,12,1,
,ASHLAND - CITY OF ASHLAND - WARD 11,11,2,
,ASHLAND - CITY OF ASHLAND - WARD 2,7,11,
,ASHLAND - CITY OF ASHLAND - WARD 3,18,6,
,ASHLAND - CITY OF ASHLAND - WARD 4,17,5,
,ASHLAND - CITY OF ASHLAND - WARD 5,19,4,
,ASHLAND - CITY OF ASHLAND - WARD 6,8,1,
,ASHLAND - CITY OF ASHLAND - WARD 7,6,,
,ASHLAND - CITY OF ASHLAND - WARD 8,14,,
,ASHLAND - CITY OF ASHLAND - WARD 9,8,1,
,ASHLAND - CITY OF MELLEN - WARD 1,7,5,
,ASHLAND - TOWN OF AGENDA - WARD 1,2,2,
,ASHLAND - TOWN OF ASHLAND - WARD 1,8,3,
,ASHLAND - TOWN OF CHIPPEWA - WARD 1,6,1,
,ASHLAND - TOWN OF GINGLES - WARD 1,13,2,
,ASHLAND - TOWN OF GORDON - WARD 1,6,,
,ASHLAND - TOWN OF JACOBS - WARD 1,2,,
,ASHLAND - TOWN OF LA POINTE - WARD 1,17,6,
,ASHLAND - TOWN OF MARENGO - WARD 1,2,,
,ASHLAND - TOWN OF MARENGO - WARD 2,4,,
,ASHLAND - TOWN OF MORSE - WARD 1,,1,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 1,,2,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 2,2,,
,ASHLAND - TOWN OF SANBORN - WARD 2,3,1,
,ASHLAND - TOWN OF SHANAGOLDEN - WARD 1,3,1,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,5,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,2,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 1,1,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,5,,
,BARRON - CITY OF BARRON - WARD 1,32,12,
,BARRON - CITY OF BARRON - WARD 2,14,2,
,BARRON - CITY OF BARRON - WARD 3,2,1,
,BARRON - CITY OF BARRON - WARD 4,6,1,
,BARRON - CITY OF BARRON - WARD 5,5,2,
,BARRON - CITY OF BARRON - WARD 7,6,2,
,BARRON - CITY OF CHETEK - WARD 1,13,6,
,BARRON - CITY OF CHETEK - WARD 2,3,,
,BARRON - CITY OF CHETEK - WARD 3,14,1,
,BARRON - CITY OF CHETEK - WARD 4,6,1,
,BARRON - CITY OF CUMBERLAND - WARD 1,8,1,
,BARRON - CITY OF CUMBERLAND - WARD 2,28,15,
,BARRON - CITY OF CUMBERLAND - WARD 3,11,3,
,BARRON - CITY OF CUMBERLAND - WARD 4,14,4,
,BARRON - CITY OF RICE LAKE - WARD 1,4,,
,BARRON - CITY OF RICE LAKE - WARD 10,14,1,
,BARRON - CITY OF RICE LAKE - WARD 11,26,1,
,BARRON - CITY OF RICE LAKE - WARD 12,36,4,
,BARRON - CITY OF RICE LAKE - WARD 13,,1,
,BARRON - CITY OF RICE LAKE - WARD 2,6,2,
,BARRON - CITY OF RICE LAKE - WARD 3,14,4,
,BARRON - CITY OF RICE LAKE - WARD 4,7,,
,BARRON - CITY OF RICE LAKE - WARD 5,32,19,
,BARRON - CITY OF RICE LAKE - WARD 6,25,2,
,BARRON - CITY OF RICE LAKE - WARD 7,4,1,
,BARRON - CITY OF RICE LAKE - WARD 8,4,,
,BARRON - CITY OF RICE LAKE - WARD 9,7,3,
,BARRON - TOWN OF ALMENA - WARD 1,2,1,
,BARRON - TOWN OF ALMENA - WARD 2,2,,
,BARRON - TOWN OF ARLAND - WARD 1,1,,
,BARRON - TOWN OF BARRON - WARD 2,2,1,
,BARRON - TOWN OF BEAR LAKE - WARD 1,3,,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,35,3,
,BARRON - TOWN OF CHETEK - WARD 1,12,3,
,BARRON - TOWN OF CHETEK - WARD 2,9,1,
,BARRON - TOWN OF CLINTON - WARD 1,4,2,
,BARRON - TOWN OF CRYSTAL LAKE - WARD 1,2,3,
,BARRON - TOWN OF CUMBERLAND - WARD 1,18,1,
,BARRON - TOWN OF DALLAS - WARD 1,3,,
,BARRON - TOWN OF DOVRE - WARD 1,2,1,
,BARRON - TOWN OF DOYLE - WARD 1,1,,
,BARRON - TOWN OF DOYLE - WARD 2,2,2,
,BARRON - TOWN OF LAKELAND - WARD 1,1,,
,BARRON - TOWN OF LAKELAND - WARD 2,3,1,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,4,,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,6,,
,BARRON - TOWN OF MAPLE PLAIN - WARD 1,11,3,
,BARRON - TOWN OF OAK GROVE - WARD 1,1,1,
,BARRON - TOWN OF OAK GROVE - WARD 2,3,3,
,BARRON - TOWN OF PRAIRIE FARM - WARD 1,3,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,16,7,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,2,1,
,BARRON - TOWN OF RICE LAKE - WARD 1,32,3,
,BARRON - TOWN OF RICE LAKE - WARD 2,16,3,
,BARRON - TOWN OF RICE LAKE - WARD 3,7,3,
,BARRON - TOWN OF RICE LAKE - WARD 4,15,,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,4,,
,BARRON - TOWN OF STANFOLD - WARD 1,1,1,
,BARRON - TOWN OF STANLEY - WARD 1,7,,
,BARRON - TOWN OF STANLEY - WARD 2,5,1,
,BARRON - TOWN OF STANLEY - WARD 3,2,,
,BARRON - TOWN OF STANLEY - WARD 4,2,,
,BARRON - TOWN OF TURTLE LAKE - WARD 1,4,,
,BARRON - TOWN OF VANCE CREEK - WARD 1,3,1,
,BARRON - VILLAGE OF ALMENA - WARD 1,1,,
,BARRON - VILLAGE OF CAMERON - WARD 1,2,1,
,BARRON - VILLAGE OF CAMERON - WARD 2,1,,
,BARRON - VILLAGE OF CAMERON - WARD 3,1,,
,BARRON - VILLAGE OF DALLAS - WARD 1,,2,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,1,1,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,4,2,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,3,,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,9,3,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,5,1,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,6,2,
,BAYFIELD - CITY OF WASHBURN - WARD 1,27,18,
,BAYFIELD - CITY OF WASHBURN - WARD 2,7,2,
,BAYFIELD - CITY OF WASHBURN - WARD 3,6,,
,BAYFIELD - CITY OF WASHBURN - WARD 4,19,2,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,9,,
,BAYFIELD - TOWN OF BARNES - WARD 1,37,6,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,23,2,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,17,1,
,BAYFIELD - TOWN OF BELL - WARD 1,11,2,
,BAYFIELD - TOWN OF CABLE - WARD 1,31,9,
,BAYFIELD - TOWN OF CLOVER - WARD 1,17,2,
,BAYFIELD - TOWN OF DELTA - WARD 1,12,1,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,11,2,
,BAYFIELD - TOWN OF EILEEN - WARD 1,11,,
,BAYFIELD - TOWN OF EILEEN - WARD 2,1,1,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,11,,
,BAYFIELD - TOWN OF HUGHES - WARD 1,4,1,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,2,1,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,19,2,
,BAYFIELD - TOWN OF KELLY - WARD 1,7,2,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,1,1,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,18,2,
,BAYFIELD - TOWN OF MASON - WARD 1,4,,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,19,,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,1,1,
,BAYFIELD - TOWN OF OULU - WARD 1,2,2,
,BAYFIELD - TOWN OF PORT WING - WARD 1,17,2,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,11,1,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,2,,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,10,,
,BROWN - CITY OF DE PERE - WARD 1,93,11,
,BROWN - CITY OF DE PERE - WARD 10,97,29,
,BROWN - CITY OF DE PERE - WARD 11,10,2,
,BROWN - CITY OF DE PERE - WARD 12,41,4,
,BROWN - CITY OF DE PERE - WARD 13,75,4,
,BROWN - CITY OF DE PERE - WARD 14,58,5,
,BROWN - CITY OF DE PERE - WARD 15,25,3,
,BROWN - CITY OF DE PERE - WARD 2,103,8,
,BROWN - CITY OF DE PERE - WARD 3,103,10,
,BROWN - CITY OF DE PERE - WARD 4,69,7,
,BROWN - CITY OF DE PERE - WARD 5,21,2,
,BROWN - CITY OF DE PERE - WARD 6,65,6,
,BROWN - CITY OF DE PERE - WARD 7,54,8,
,BROWN - CITY OF DE PERE - WARD 8,52,5,
,BROWN - CITY OF DE PERE - WARD 9,34,1,
,BROWN - CITY OF GREEN BAY - WARD 1,1,1,
,BROWN - CITY OF GREEN BAY - WARD 10,15,4,
,BROWN - CITY OF GREEN BAY - WARD 11,20,3,
,BROWN - CITY OF GREEN BAY - WARD 12,37,3,
,BROWN - CITY OF GREEN BAY - WARD 13,20,7,
,BROWN - CITY OF GREEN BAY - WARD 14,19,6,
,BROWN - CITY OF GREEN BAY - WARD 15,40,7,
,BROWN - CITY OF GREEN BAY - WARD 16,32,13,
,BROWN - CITY OF GREEN BAY - WARD 17,64,33,
,BROWN - CITY OF GREEN BAY - WARD 18,33,12,
,BROWN - CITY OF GREEN BAY - WARD 19,16,2,
,BROWN - CITY OF GREEN BAY - WARD 2,67,16,
,BROWN - CITY OF GREEN BAY - WARD 20,23,1,
,BROWN - CITY OF GREEN BAY - WARD 21,17,4,
,BROWN - CITY OF GREEN BAY - WARD 22,32,12,
,BROWN - CITY OF GREEN BAY - WARD 23,16,2,
,BROWN - CITY OF GREEN BAY - WARD 24,32,3,
,BROWN - CITY OF GREEN BAY - WARD 25,22,2,
,BROWN - CITY OF GREEN BAY - WARD 26,35,7,
,BROWN - CITY OF GREEN BAY - WARD 27,8,,
,BROWN - CITY OF GREEN BAY - WARD 28,15,5,
,BROWN - CITY OF GREEN BAY - WARD 29,49,6,
,BROWN - CITY OF GREEN BAY - WARD 3,59,9,
,BROWN - CITY OF GREEN BAY - WARD 30,37,7,
,BROWN - CITY OF GREEN BAY - WARD 31,26,6,
,BROWN - CITY OF GREEN BAY - WARD 32,20,2,
,BROWN - CITY OF GREEN BAY - WARD 33,13,11,
,BROWN - CITY OF GREEN BAY - WARD 34,43,8,
,BROWN - CITY OF GREEN BAY - WARD 35,30,7,
,BROWN - CITY OF GREEN BAY - WARD 36,16,1,
,BROWN - CITY OF GREEN BAY - WARD 37,27,12,
,BROWN - CITY OF GREEN BAY - WARD 38,32,6,
,BROWN - CITY OF GREEN BAY - WARD 39,39,25,
,BROWN - CITY OF GREEN BAY - WARD 4,87,19,
,BROWN - CITY OF GREEN BAY - WARD 40,34,31,
,BROWN - CITY OF GREEN BAY - WARD 41,21,1,
,BROWN - CITY OF GREEN BAY - WARD 42,19,3,
,BROWN - CITY OF GREEN BAY - WARD 43,52,23,
,BROWN - CITY OF GREEN BAY - WARD 44,68,14,
,BROWN - CITY OF GREEN BAY - WARD 45,61,9,
,BROWN - CITY OF GREEN BAY - WARD 46,36,7,
,BROWN - CITY OF GREEN BAY - WARD 47,57,8,
,BROWN - CITY OF GREEN BAY - WARD 5,24,5,
,BROWN - CITY OF GREEN BAY - WARD 6,80,12,
,BROWN - CITY OF GREEN BAY - WARD 7,27,1,
,BROWN - CITY OF GREEN BAY - WARD 8,62,8,
,BROWN - CITY OF GREEN BAY - WARD 9,13,3,
,BROWN - TOWN OF EATON - WARD 1,1,,
,BROWN - TOWN OF EATON - WARD 2,8,,
,BROWN - TOWN OF GLENMORE - WARD 1,10,4,
,BROWN - TOWN OF GLENMORE - WARD 2,2,,
,BROWN - TOWN OF GREEN BAY - WARD 1,20,2,
,BROWN - TOWN OF GREEN BAY - WARD 2,5,,
,BROWN - TOWN OF GREEN BAY - WARD 3,7,4,
,BROWN - TOWN OF HOLLAND - WARD 1,4,2,
,BROWN - TOWN OF HOLLAND - WARD 2,4,,
,BROWN - TOWN OF HUMBOLDT - WARD 1,6,,
,BROWN - TOWN OF HUMBOLDT - WARD 2,1,1,
,BROWN - TOWN OF LAWRENCE - WARD 1,44,20,
,BROWN - TOWN OF LAWRENCE - WARD 2,31,2,
,BROWN - TOWN OF LAWRENCE - WARD 3,18,3,
,BROWN - TOWN OF LAWRENCE - WARD 4,16,2,
,BROWN - TOWN OF LAWRENCE - WARD 5,12,2,
,BROWN - TOWN OF LAWRENCE - WARD 6,33,5,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,3,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,35,10,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,30,4,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,18,5,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,49,8,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,21,,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,109,13,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,37,2,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,36,6,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,30,4,
,BROWN - TOWN OF MORRISON - WARD 1,6,1,
,BROWN - TOWN OF MORRISON - WARD 2,5,2,
,BROWN - TOWN OF NEW DENMARK - WARD 1,3,2,
,BROWN - TOWN OF NEW DENMARK - WARD 2,12,,
,BROWN - TOWN OF NEW DENMARK - WARD 3,3,1,
,BROWN - TOWN OF PITTSFIELD - WARD 1,20,2,
,BROWN - TOWN OF PITTSFIELD - WARD 2,12,2,
,BROWN - TOWN OF PITTSFIELD - WARD 3,12,,
,BROWN - TOWN OF ROCKLAND - WARD 1,11,1,
,BROWN - TOWN OF ROCKLAND - WARD 2,5,3,
,BROWN - TOWN OF ROCKLAND - WARD 3,18,2,
,BROWN - TOWN OF SCOTT - WARD 1,20,5,
,BROWN - TOWN OF SCOTT - WARD 2,22,3,
,BROWN - TOWN OF SCOTT - WARD 3,10,3,
,BROWN - TOWN OF SCOTT - WARD 4,46,8,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,8,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,8,2,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,4,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,46,29,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,152,49,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,34,4,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,121,25,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,120,18,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,157,20,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,75,19,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,97,13,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,21,3,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,49,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,36,6,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,65,10,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,85,30,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,16,6,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,54,5,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,46,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,43,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,64,9,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,55,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,64,6,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,60,6,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,71,15,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,23,3,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,28,2,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,34,11,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,117,27,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,44,5,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,90,8,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,55,10,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,86,6,
,BROWN - VILLAGE OF DENMARK - WARD 1,8,4,
,BROWN - VILLAGE OF DENMARK - WARD 2,5,2,
,BROWN - VILLAGE OF DENMARK - WARD 3,8,2,
,BROWN - VILLAGE OF HOBART - WARD 1,114,21,
,BROWN - VILLAGE OF HOBART - WARD 2,72,2,
,BROWN - VILLAGE OF HOBART - WARD 3,48,10,
,BROWN - VILLAGE OF HOBART - WARD 4,40,2,
,BROWN - VILLAGE OF HOBART - WARD 5,51,6,
,BROWN - VILLAGE OF HOBART - WARD 6,24,1,
,BROWN - VILLAGE OF HOBART - WARD 7,31,7,
,BROWN - VILLAGE OF HOBART - WARD 8,42,3,
,BROWN - VILLAGE OF HOBART - WARD 9,1,,
,BROWN - VILLAGE OF HOWARD - WARD 1,21,6,
,BROWN - VILLAGE OF HOWARD - WARD 10,54,4,
,BROWN - VILLAGE OF HOWARD - WARD 11,126,31,
,BROWN - VILLAGE OF HOWARD - WARD 12,16,2,
,BROWN - VILLAGE OF HOWARD - WARD 13,65,11,
,BROWN - VILLAGE OF HOWARD - WARD 14,19,3,
,BROWN - VILLAGE OF HOWARD - WARD 15,39,8,
,BROWN - VILLAGE OF HOWARD - WARD 16,20,2,
,BROWN - VILLAGE OF HOWARD - WARD 18,10,1,
,BROWN - VILLAGE OF HOWARD - WARD 2,22,2,
,BROWN - VILLAGE OF HOWARD - WARD 3,30,3,
,BROWN - VILLAGE OF HOWARD - WARD 4,10,3,
,BROWN - VILLAGE OF HOWARD - WARD 5,13,4,
,BROWN - VILLAGE OF HOWARD - WARD 6,27,8,
,BROWN - VILLAGE OF HOWARD - WARD 7,39,5,
,BROWN - VILLAGE OF HOWARD - WARD 8,51,5,
,BROWN - VILLAGE OF HOWARD - WARD 9,31,3,
,BROWN - VILLAGE OF PULASKI - WARD 1,12,4,
,BROWN - VILLAGE OF PULASKI - WARD 2,27,,
,BROWN - VILLAGE OF PULASKI - WARD 3,27,5,
,BROWN - VILLAGE OF PULASKI - WARD 6,13,3,
,BROWN - VILLAGE OF SUAMICO - WARD 1,34,7,
,BROWN - VILLAGE OF SUAMICO - WARD 2,34,5,
,BROWN - VILLAGE OF SUAMICO - WARD 3,35,6,
,BROWN - VILLAGE OF SUAMICO - WARD 4,62,11,
,BROWN - VILLAGE OF SUAMICO - WARD 5,78,7,
,BROWN - VILLAGE OF SUAMICO - WARD 6,31,4,
,BROWN - VILLAGE OF SUAMICO - WARD 7,58,8,
,BROWN - VILLAGE OF SUAMICO - WARD 8,74,9,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,6,3,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,9,1,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,21,1,
,BUFFALO - CITY OF ALMA - WARD 1,8,2,
,BUFFALO - CITY OF ALMA - WARD 2,3,,
,BUFFALO - CITY OF BUFFALO - WARD 1,7,4,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,3,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 2,3,4,
,BUFFALO - CITY OF MONDOVI - WARD 1,13,4,
,BUFFALO - CITY OF MONDOVI - WARD 2,9,2,
,BUFFALO - CITY OF MONDOVI - WARD 3,25,19,
,BUFFALO - TOWN OF ALMA - WARD 1,,2,
,BUFFALO - TOWN OF BUFFALO - WARD 1,1,,
,BUFFALO - TOWN OF CANTON - WARD 1,1,,
,BUFFALO - TOWN OF DOVER - WARD 1,2,,
,BUFFALO - TOWN OF GILMANTON - WARD 1,1,,
,BUFFALO - TOWN OF GLENCOE - WARD 1,6,,
,BUFFALO - TOWN OF LINCOLN - WARD 1,5,,
,BUFFALO - TOWN OF MAXVILLE - WARD 1,3,,
,BUFFALO - TOWN OF MILTON - WARD 1,1,1,
,BUFFALO - TOWN OF MODENA - WARD 1,2,,
,BUFFALO - TOWN OF MONDOVI - WARD 1,2,1,
,BUFFALO - TOWN OF NAPLES - WARD 1,3,1,
,BUFFALO - TOWN OF NELSON - WARD 1,4,,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,7,,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,2,,
,BUFFALO - VILLAGE OF NELSON - WARD 1,1,,
,BURNETT - TOWN OF BLAINE - WARD 1,1,1,
,BURNETT - TOWN OF DANIELS - WARD 1,8,2,
,BURNETT - TOWN OF DEWEY - WARD 1,6,,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,2,,
,BURNETT - TOWN OF GRANTSBURG - WARD 2,2,2,
,BURNETT - TOWN OF GRANTSBURG - WARD 3,1,,
,BURNETT - TOWN OF JACKSON - WARD 1,21,2,
,BURNETT - TOWN OF LA FOLLETTE - WARD 1,,1,
,BURNETT - TOWN OF LINCOLN - WARD 1,2,,
,BURNETT - TOWN OF MEENON - WARD 1,4,,
,BURNETT - TOWN OF MEENON - WARD 2,5,1,
,BURNETT - TOWN OF MEENON - WARD 3,1,,
,BURNETT - TOWN OF OAKLAND - WARD 1,4,,
,BURNETT - TOWN OF OAKLAND - WARD 2,8,1,
,BURNETT - TOWN OF ROOSEVELT - WARD 1,,1,
,BURNETT - TOWN OF RUSK - WARD 1,2,1,
,BURNETT - TOWN OF SAND LAKE - WARD 1,5,3,
,BURNETT - TOWN OF SCOTT - WARD 1,10,5,
,BURNETT - TOWN OF SCOTT - WARD 2,7,2,
,BURNETT - TOWN OF SIREN - WARD 1,8,2,
,BURNETT - TOWN OF SIREN - WARD 2,3,1,
,BURNETT - TOWN OF SWISS - WARD 1,5,3,
,BURNETT - TOWN OF SWISS - WARD 2,1,,
,BURNETT - TOWN OF TRADE LAKE - WARD 1,2,,
,BURNETT - TOWN OF WEBB LAKE - WARD 1,7,4,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,2,1,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,3,4,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,8,5,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 3,1,1,
,BURNETT - VILLAGE OF SIREN - WARD 1,3,3,
,BURNETT - VILLAGE OF SIREN - WARD 2,5,2,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,,1,
,BURNETT - VILLAGE OF WEBSTER - WARD 2,3,1,
,CALUMET - CITY OF APPLETON - WARD 12,22,2,
,CALUMET - CITY OF APPLETON - WARD 13,26,3,
,CALUMET - CITY OF APPLETON - WARD 14,17,9,
,CALUMET - CITY OF APPLETON - WARD 26,33,10,
,CALUMET - CITY OF APPLETON - WARD 44,30,7,
,CALUMET - CITY OF APPLETON - WARD 45,47,3,
,CALUMET - CITY OF APPLETON - WARD 46,3,1,
,CALUMET - CITY OF BRILLION - WARD 1,7,7,
,CALUMET - CITY OF BRILLION - WARD 2,10,,
,CALUMET - CITY OF BRILLION - WARD 3,10,2,
,CALUMET - CITY OF BRILLION - WARD 4,18,4,
,CALUMET - CITY OF CHILTON - WARD 1,8,2,
,CALUMET - CITY OF CHILTON - WARD 2,20,4,
,CALUMET - CITY OF CHILTON - WARD 3,9,14,
,CALUMET - CITY OF CHILTON - WARD 4,15,6,
,CALUMET - CITY OF CHILTON - WARD 5,5,1,
,CALUMET - CITY OF KIEL - WARD 7,3,2,
,CALUMET - CITY OF MENASHA - WARD 16,20,9,
,CALUMET - CITY OF MENASHA - WARD 17,40,15,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 1,10,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 2,13,3,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 3,8,9,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 4,19,6,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,15,5,
,CALUMET - TOWN OF BRILLION - WARD 1,6,2,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,5,4,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,6,1,
,CALUMET - TOWN OF CHARLESTOWN - WARD 1,10,3,
,CALUMET - TOWN OF CHILTON - WARD 1,4,,
,CALUMET - TOWN OF CHILTON - WARD 2,5,1,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,5,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 2,2,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 3,7,4,
,CALUMET - TOWN OF RANTOUL - WARD 1,5,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 1,10,1,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 2,4,1,
