,,Voter Status,,
,ASHLAND - TOWN OF GINGLES - WARD 1,5,,
,ASHLAND - TOWN OF JACOBS - WARD 1,1,,
,ASHLAND - TOWN OF LA POINTE - WARD 1,3,,
,ASHLAND - TOWN OF MARENGO - WARD 1,1,,
,ASHLAND - TOWN OF MORSE - WARD 1,3,,
,ASHLAND - TOWN OF MORSE - WARD 3,1,,
,ASHLAND - TOWN OF SANBORN - WARD 1,1,,
,ASHLAND - TOWN OF SHANAGOLDEN - WARD 1,1,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,3,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,1,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,1,,
,BARRON - CITY OF BARRON - WARD 1,5,,
,BARRON - CITY OF BARRON - WARD 2,5,,
,BARRON - CITY OF BARRON - WARD 3,2,,
,BARRON - CITY OF BARRON - WARD 4,1,,
,BARRON - CITY OF BARRON - WARD 5,6,,
,BARRON - CITY OF BARRON - WARD 6,1,,
,BARRON - CITY OF BARRON - WARD 7,2,,
,BARRON - CITY OF CHETEK - WARD 1,1,,
,BARRON - CITY OF CHETEK - WARD 2,1,,
,BARRON - CITY OF CHETEK - WARD 3,2,,
,BARRON - CITY OF CHETEK - WARD 4,1,,
,BARRON - CITY OF CUMBERLAND - WARD 1,4,,
,BARRON - CITY OF CUMBERLAND - WARD 4,3,,
,BARRON - CITY OF RICE LAKE - WARD 1,2,,
,BARRON - CITY OF RICE LAKE - WARD 10,10,,
,BARRON - CITY OF RICE LAKE - WARD 11,2,,
,BARRON - CITY OF RICE LAKE - WARD 12,5,,
,BARRON - CITY OF RICE LAKE - WARD 13,2,,
,BARRON - CITY OF RICE LAKE - WARD 2,2,,
,BARRON - CITY OF RICE LAKE - WARD 3,5,,
,BARRON - CITY OF RICE LAKE - WARD 4,5,,
,BARRON - CITY OF RICE LAKE - WARD 5,2,,
,BARRON - CITY OF RICE LAKE - WARD 6,3,,
,BARRON - CITY OF RICE LAKE - WARD 7,2,,
,BARRON - CITY OF RICE LAKE - WARD 8,3,,
,BARRON - CITY OF RICE LAKE - WARD 9,4,,
,BARRON - TOWN OF ALMENA - WARD 1,1,,
,BARRON - TOWN OF ALMENA - WARD 2,3,,
,BARRON - TOWN OF ARLAND - WARD 1,4,,
,BARRON - TOWN OF BARRON - WARD 1,2,,
,BARRON - TOWN OF BARRON - WARD 2,2,,
,BARRON - TOWN OF BEAR LAKE - WARD 1,3,,
,BARRON - TOWN OF CHETEK - WARD 1,2,,
,BARRON - TOWN OF CHETEK - WARD 2,1,,
,BARRON - TOWN OF CUMBERLAND - WARD 1,1,,
,BARRON - TOWN OF DALLAS - WARD 1,2,,
,BARRON - TOWN OF DOVRE - WARD 1,1,,
,BARRON - TOWN OF DOYLE - WARD 1,1,,
,BARRON - TOWN OF DOYLE - WARD 2,1,,
,BARRON - TOWN OF LAKELAND - WARD 2,3,,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,1,,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,3,,
,BARRON - TOWN OF MAPLE PLAIN - WARD 1,2,,
,BARRON - TOWN OF OAK GROVE - WARD 1,1,,
,BARRON - TOWN OF OAK GROVE - WARD 2,2,,
,BARRON - TOWN OF PRAIRIE FARM - WARD 2,2,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,3,,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,3,,
,BARRON - TOWN OF RICE LAKE - WARD 1,2,,
,BARRON - TOWN OF RICE LAKE - WARD 2,5,,
,BARRON - TOWN OF RICE LAKE - WARD 3,3,,
,BARRON - TOWN OF RICE LAKE - WARD 4,3,,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,3,,
,BARRON - TOWN OF STANFOLD - WARD 1,3,,
,BARRON - TOWN OF STANLEY - WARD 1,2,,
,BARRON - TOWN OF STANLEY - WARD 2,2,,
,BARRON - TOWN OF STANLEY - WARD 4,3,,
,BARRON - TOWN OF SUMNER - WARD 1,1,,
,BARRON - TOWN OF VANCE CREEK - WARD 1,1,,
,BARRON - VILLAGE OF ALMENA - WARD 1,2,,
,BARRON - VILLAGE OF CAMERON - WARD 1,5,,
,BARRON - VILLAGE OF CAMERON - WARD 2,3,,
,BARRON - VILLAGE OF DALLAS - WARD 1,1,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,1,,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,2,,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,1,,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,2,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,5,,
,BAYFIELD - CITY OF WASHBURN - WARD 2,4,,
,BAYFIELD - CITY OF WASHBURN - WARD 3,3,,
,BAYFIELD - CITY OF WASHBURN - WARD 4,9,,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,6,,
,BAYFIELD - TOWN OF BARNES - WARD 1,4,,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,3,,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,4,,
,BAYFIELD - TOWN OF BELL - WARD 1,3,,
,BAYFIELD - TOWN OF CABLE - WARD 1,4,,
,BAYFIELD - TOWN OF CLOVER - WARD 1,2,,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,1,,
,BAYFIELD - TOWN OF EILEEN - WARD 1,2,,
,BAYFIELD - TOWN OF EILEEN - WARD 2,3,,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,1,,
,BAYFIELD - TOWN OF HUGHES - WARD 1,2,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,1,,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,2,,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,2,,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,1,,
,BAYFIELD - TOWN OF OULU - WARD 1,2,,
,BAYFIELD - TOWN OF PILSEN - WARD 1,1,,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,4,,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,3,,
,BAYFIELD - TOWN OF TRIPP - WARD 1,1,,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,6,,
,BROWN - CITY OF DE PERE - WARD 1,25,,
,BROWN - CITY OF DE PERE - WARD 10,8,,
,BROWN - CITY OF DE PERE - WARD 11,30,,
,BROWN - CITY OF DE PERE - WARD 12,24,,
,BROWN - CITY OF DE PERE - WARD 13,16,,
,BROWN - CITY OF DE PERE - WARD 14,17,,
,BROWN - CITY OF DE PERE - WARD 15,17,,
,BROWN - CITY OF DE PERE - WARD 2,20,,
,BROWN - CITY OF DE PERE - WARD 3,13,,
,BROWN - CITY OF DE PERE - WARD 4,15,,
,BROWN - CITY OF DE PERE - WARD 5,3,,
,BROWN - CITY OF DE PERE - WARD 6,19,,
,BROWN - CITY OF DE PERE - WARD 7,18,,
,BROWN - CITY OF DE PERE - WARD 8,11,,
,BROWN - CITY OF DE PERE - WARD 9,14,,
,BROWN - CITY OF GREEN BAY - WARD 10,5,,
,BROWN - CITY OF GREEN BAY - WARD 11,15,,
,BROWN - CITY OF GREEN BAY - WARD 12,2,,
,BROWN - CITY OF GREEN BAY - WARD 13,7,,
,BROWN - CITY OF GREEN BAY - WARD 14,3,,
,BROWN - CITY OF GREEN BAY - WARD 15,27,,
,BROWN - CITY OF GREEN BAY - WARD 16,16,,
,BROWN - CITY OF GREEN BAY - WARD 17,6,,
,BROWN - CITY OF GREEN BAY - WARD 18,6,,
,BROWN - CITY OF GREEN BAY - WARD 19,6,,
,BROWN - CITY OF GREEN BAY - WARD 2,10,,
,BROWN - CITY OF GREEN BAY - WARD 20,7,,
,BROWN - CITY OF GREEN BAY - WARD 21,7,,
,BROWN - CITY OF GREEN BAY - WARD 22,5,,
,BROWN - CITY OF GREEN BAY - WARD 23,8,,
,BROWN - CITY OF GREEN BAY - WARD 24,9,,
,BROWN - CITY OF GREEN BAY - WARD 25,7,,
,BROWN - CITY OF GREEN BAY - WARD 26,11,,
,BROWN - CITY OF GREEN BAY - WARD 27,2,,
,BROWN - CITY OF GREEN BAY - WARD 28,11,,
,BROWN - CITY OF GREEN BAY - WARD 29,10,,
,BROWN - CITY OF GREEN BAY - WARD 3,19,,
,BROWN - CITY OF GREEN BAY - WARD 30,10,,
,BROWN - CITY OF GREEN BAY - WARD 31,12,,
,BROWN - CITY OF GREEN BAY - WARD 32,8,,
,BROWN - CITY OF GREEN BAY - WARD 33,7,,
,BROWN - CITY OF GREEN BAY - WARD 34,17,,
,BROWN - CITY OF GREEN BAY - WARD 35,10,,
,BROWN - CITY OF GREEN BAY - WARD 37,6,,
,BROWN - CITY OF GREEN BAY - WARD 38,16,,
,BROWN - CITY OF GREEN BAY - WARD 39,13,,
,BROWN - CITY OF GREEN BAY - WARD 4,30,,
,BROWN - CITY OF GREEN BAY - WARD 40,8,,
,BROWN - CITY OF GREEN BAY - WARD 41,4,,
,BROWN - CITY OF GREEN BAY - WARD 42,2,,
,BROWN - CITY OF GREEN BAY - WARD 43,7,,
,BROWN - CITY OF GREEN BAY - WARD 44,14,,
,BROWN - CITY OF GREEN BAY - WARD 45,20,,
,BROWN - CITY OF GREEN BAY - WARD 46,8,,
,BROWN - CITY OF GREEN BAY - WARD 47,21,,
,BROWN - CITY OF GREEN BAY - WARD 5,12,,
,BROWN - CITY OF GREEN BAY - WARD 6,21,,
,BROWN - CITY OF GREEN BAY - WARD 7,16,,
,BROWN - CITY OF GREEN BAY - WARD 8,16,,
,BROWN - CITY OF GREEN BAY - WARD 9,12,,
,BROWN - TOWN OF EATON - WARD 1,1,,
,BROWN - TOWN OF EATON - WARD 2,12,,
,BROWN - TOWN OF GLENMORE - WARD 1,9,,
,BROWN - TOWN OF GLENMORE - WARD 2,6,,
,BROWN - TOWN OF GREEN BAY - WARD 1,7,,
,BROWN - TOWN OF GREEN BAY - WARD 2,3,,
,BROWN - TOWN OF GREEN BAY - WARD 3,6,,
,BROWN - TOWN OF HOLLAND - WARD 1,8,,
,BROWN - TOWN OF HOLLAND - WARD 2,9,,
,BROWN - TOWN OF HUMBOLDT - WARD 1,3,,
,BROWN - TOWN OF HUMBOLDT - WARD 2,2,,
,BROWN - TOWN OF LAWRENCE - WARD 1,11,,
,BROWN - TOWN OF LAWRENCE - WARD 2,4,,
,BROWN - TOWN OF LAWRENCE - WARD 3,8,,
,BROWN - TOWN OF LAWRENCE - WARD 4,18,,
,BROWN - TOWN OF LAWRENCE - WARD 5,9,,
,BROWN - TOWN OF LAWRENCE - WARD 6,19,,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,2,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,19,,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,8,,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,12,,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,11,,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,10,,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,20,,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,14,,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,8,,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,21,,
,BROWN - TOWN OF MORRISON - WARD 1,1,,
,BROWN - TOWN OF MORRISON - WARD 2,5,,
,BROWN - TOWN OF NEW DENMARK - WARD 1,5,,
,BROWN - TOWN OF NEW DENMARK - WARD 2,7,,
,BROWN - TOWN OF NEW DENMARK - WARD 3,2,,
,BROWN - TOWN OF PITTSFIELD - WARD 1,8,,
,BROWN - TOWN OF PITTSFIELD - WARD 2,5,,
,BROWN - TOWN OF PITTSFIELD - WARD 3,4,,
,BROWN - TOWN OF ROCKLAND - WARD 1,6,,
,BROWN - TOWN OF ROCKLAND - WARD 2,7,,
,BROWN - TOWN OF ROCKLAND - WARD 3,13,,
,BROWN - TOWN OF SCOTT - WARD 1,14,,
,BROWN - TOWN OF SCOTT - WARD 2,5,,
,BROWN - TOWN OF SCOTT - WARD 3,8,,
,BROWN - TOWN OF SCOTT - WARD 4,8,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,7,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,2,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,8,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,21,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,17,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,8,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,22,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,14,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,22,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,13,,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,21,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,19,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,24,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,13,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,13,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,9,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,11,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,9,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,13,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,17,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,14,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,11,,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,13,,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,16,,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,32,,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,6,,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,6,,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,10,,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,7,,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,17,,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,14,,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,14,,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,17,,
,BROWN - VILLAGE OF DENMARK - WARD 1,14,,
,BROWN - VILLAGE OF DENMARK - WARD 2,7,,
,BROWN - VILLAGE OF DENMARK - WARD 3,9,,
,BROWN - VILLAGE OF HOBART - WARD 1,31,,
,BROWN - VILLAGE OF HOBART - WARD 2,8,,
,BROWN - VILLAGE OF HOBART - WARD 3,7,,
,BROWN - VILLAGE OF HOBART - WARD 4,8,,
,BROWN - VILLAGE OF HOBART - WARD 5,7,,
,BROWN - VILLAGE OF HOBART - WARD 6,5,,
,BROWN - VILLAGE OF HOBART - WARD 7,6,,
,BROWN - VILLAGE OF HOBART - WARD 8,15,,
,BROWN - VILLAGE OF HOBART - WARD 9,5,,
,BROWN - VILLAGE OF HOWARD - WARD 1,9,,
,BROWN - VILLAGE OF HOWARD - WARD 10,17,,
,BROWN - VILLAGE OF HOWARD - WARD 11,17,,
,BROWN - VILLAGE OF HOWARD - WARD 12,8,,
,BROWN - VILLAGE OF HOWARD - WARD 13,5,,
,BROWN - VILLAGE OF HOWARD - WARD 14,5,,
,BROWN - VILLAGE OF HOWARD - WARD 15,14,,
,BROWN - VILLAGE OF HOWARD - WARD 16,8,,
,BROWN - VILLAGE OF HOWARD - WARD 18,10,,
,BROWN - VILLAGE OF HOWARD - WARD 2,7,,
,BROWN - VILLAGE OF HOWARD - WARD 3,11,,
,BROWN - VILLAGE OF HOWARD - WARD 4,5,,
,BROWN - VILLAGE OF HOWARD - WARD 5,7,,
,BROWN - VILLAGE OF HOWARD - WARD 6,7,,
,BROWN - VILLAGE OF HOWARD - WARD 7,7,,
,BROWN - VILLAGE OF HOWARD - WARD 8,24,,
,BROWN - VILLAGE OF HOWARD - WARD 9,17,,
,BROWN - VILLAGE OF PULASKI - WARD 1,3,,
,BROWN - VILLAGE OF PULASKI - WARD 2,5,,
,BROWN - VILLAGE OF PULASKI - WARD 3,8,,
,BROWN - VILLAGE OF PULASKI - WARD 6,4,,
,BROWN - VILLAGE OF SUAMICO - WARD 1,9,,
,BROWN - VILLAGE OF SUAMICO - WARD 2,12,,
,BROWN - VILLAGE OF SUAMICO - WARD 3,10,,
,BROWN - VILLAGE OF SUAMICO - WARD 4,12,,
,BROWN - VILLAGE OF SUAMICO - WARD 5,9,,
,BROWN - VILLAGE OF SUAMICO - WARD 6,14,,
,BROWN - VILLAGE OF SUAMICO - WARD 7,11,,
,BROWN - VILLAGE OF SUAMICO - WARD 8,20,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,13,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,11,,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,8,,
,BUFFALO - CITY OF ALMA - WARD 2,2,,
,BUFFALO - CITY OF BUFFALO - WARD 1,7,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,3,,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 2,2,,
,BUFFALO - CITY OF MONDOVI - WARD 1,2,,
,BUFFALO - CITY OF MONDOVI - WARD 2,6,,
,BUFFALO - CITY OF MONDOVI - WARD 3,5,,
,BUFFALO - TOWN OF ALMA - WARD 1,2,,
,BUFFALO - TOWN OF BELVIDERE - WARD 1,2,,
,BUFFALO - TOWN OF BUFFALO - WARD 1,3,,
,BUFFALO - TOWN OF CANTON - WARD 1,1,,
,BUFFALO - TOWN OF CROSS - WARD 1,2,,
,BUFFALO - TOWN OF DOVER - WARD 1,2,,
,BUFFALO - TOWN OF GILMANTON - WARD 1,2,,
,BUFFALO - TOWN OF GLENCOE - WARD 1,1,,
,BUFFALO - TOWN OF LINCOLN - WARD 1,1,,
,BUFFALO - TOWN OF MILTON - WARD 1,8,,
,BUFFALO - TOWN OF MODENA - WARD 1,1,,
,BUFFALO - TOWN OF MONDOVI - WARD 1,2,,
,BUFFALO - TOWN OF MONTANA - WARD 1,2,,
,BUFFALO - TOWN OF NAPLES - WARD 1,2,,
,BUFFALO - TOWN OF NELSON - WARD 1,1,,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,8,,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,1,,
,BURNETT - TOWN OF DANIELS - WARD 1,1,,
,BURNETT - TOWN OF DEWEY - WARD 1,1,,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,3,,
,BURNETT - TOWN OF GRANTSBURG - WARD 2,2,,
,BURNETT - TOWN OF MEENON - WARD 1,1,,
,BURNETT - TOWN OF MEENON - WARD 2,1,,
,BURNETT - TOWN OF MEENON - WARD 3,2,,
,BURNETT - TOWN OF OAKLAND - WARD 1,1,,
,BURNETT - TOWN OF OAKLAND - WARD 2,3,,
,BURNETT - TOWN OF RUSK - WARD 1,2,,
,BURNETT - TOWN OF SAND LAKE - WARD 1,1,,
,BURNETT - TOWN OF SIREN - WARD 1,5,,
,BURNETT - TOWN OF SIREN - WARD 2,1,,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,1,,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,9,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,1,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 2,1,,
,BURNETT - VILLAGE OF SIREN - WARD 1,3,,
,BURNETT - VILLAGE OF SIREN - WARD 2,1,,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,1,,
,CALUMET - CITY OF APPLETON - WARD 12,5,,
,CALUMET - CITY OF APPLETON - WARD 13,22,,
,CALUMET - CITY OF APPLETON - WARD 14,20,,
,CALUMET - CITY OF APPLETON - WARD 26,11,,
,CALUMET - CITY OF APPLETON - WARD 44,15,,
,CALUMET - CITY OF APPLETON - WARD 45,26,,
,CALUMET - CITY OF APPLETON - WARD 46,3,,
,CALUMET - CITY OF BRILLION - WARD 1,4,,
,CALUMET - CITY OF BRILLION - WARD 2,3,,
,CALUMET - CITY OF BRILLION - WARD 3,1,,
,CALUMET - CITY OF BRILLION - WARD 4,4,,
,CALUMET - CITY OF CHILTON - WARD 1,7,,
,CALUMET - CITY OF CHILTON - WARD 2,2,,
,CALUMET - CITY OF CHILTON - WARD 3,6,,
,CALUMET - CITY OF CHILTON - WARD 4,3,,
,CALUMET - CITY OF CHILTON - WARD 5,3,,
,CALUMET - CITY OF MENASHA - WARD 16,6,,
,CALUMET - CITY OF MENASHA - WARD 17,22,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 1,4,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 2,2,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 3,6,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 4,15,,
,CALUMET - CITY OF NEW HOLSTEIN - WARD 5,10,,
,CALUMET - TOWN OF BRILLION - WARD 1,7,,
,CALUMET - TOWN OF BRILLION - WARD 2,2,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 1,2,,
,CALUMET - TOWN OF BROTHERTOWN - WARD 2,4,,
,CALUMET - TOWN OF CHARLESTOWN - WARD 1,6,,
,CALUMET - TOWN OF CHILTON - WARD 1,1,,
,CALUMET - TOWN OF CHILTON - WARD 2,1,,
,CALUMET - TOWN OF CHILTON - WARD 3,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 1,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 2,1,,
,CALUMET - TOWN OF NEW HOLSTEIN - WARD 3,2,,
,CALUMET - TOWN OF RANTOUL - WARD 1,4,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 1,3,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 2,3,,
,CALUMET - TOWN OF STOCKBRIDGE - WARD 3,1,,
,CALUMET - TOWN OF WOODVILLE - WARD 1,9,,
,CALUMET - VILLAGE OF HARRISON - WARD 10,15,,
,CALUMET - VILLAGE OF HARRISON - WARD 11,8,,
,CALUMET - VILLAGE OF HARRISON - WARD 12,22,,
,CALUMET - VILLAGE OF HARRISON - WARD 13,6,,
,CALUMET - VILLAGE OF HARRISON - WARD 15,1,,
,CALUMET - VILLAGE OF HARRISON - WARD 16,3,,
,CALUMET - VILLAGE OF HARRISON - WARD 18,14,,
,CALUMET - VILLAGE OF HARRISON - WARD 3,9,,
,CALUMET - VILLAGE OF HARRISON - WARD 4,9,,
,CALUMET - VILLAGE OF HARRISON - WARD 5,10,,
,CALUMET - VILLAGE OF HARRISON - WARD 6,2,,
,CALUMET - VILLAGE OF HARRISON - WARD 7,6,,
,CALUMET - VILLAGE OF HARRISON - WARD 8,6,,
,CALUMET - VILLAGE OF HARRISON - WARD 9,8,,
,CALUMET - VILLAGE OF HILBERT - WARD 1,10,,
,CALUMET - VILLAGE OF POTTER - WARD 1,3,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 1,2,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 2,4,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 3,15,,
,CALUMET - VILLAGE OF SHERWOOD - WARD 4,9,,
,CALUMET - VILLAGE OF STOCKBRIDGE - WARD 1,3,,
,CHIPPEWA - CITY OF BLOOMER - WARD 1,2,,
,CHIPPEWA - CITY OF BLOOMER - WARD 2,4,,
,CHIPPEWA - CITY OF BLOOMER - WARD 3,4,,
,CHIPPEWA - CITY OF BLOOMER - WARD 4,4,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 1,8,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 2,7,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 3,14,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 4,16,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 5,11,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 6,16,,
,CHIPPEWA - CITY OF CHIPPEWA FALLS - WARD 7,13,,
,CHIPPEWA - CITY OF CORNELL - WARD 1,1,,
,CHIPPEWA - CITY OF CORNELL - WARD 2,2,,
,CHIPPEWA - CITY OF CORNELL - WARD 3,3,,
,CHIPPEWA - CITY OF CORNELL - WARD 4,2,,
,CHIPPEWA - CITY OF EAU CLAIRE - WARD 16,13,,
,CHIPPEWA - CITY OF STANLEY - WARD 1,6,,
,CHIPPEWA - CITY OF STANLEY - WARD 2,1,,
,CHIPPEWA - CITY OF STANLEY - WARD 3,1,,
,CHIPPEWA - TOWN OF ANSON - WARD 1,1,,
,CHIPPEWA - TOWN OF ANSON - WARD 2,2,,
,CHIPPEWA - TOWN OF ANSON - WARD 3,4,,
,CHIPPEWA - TOWN OF ARTHUR - WARD 1,3,,
,CHIPPEWA - TOWN OF AUBURN - WARD 1,1,,
,CHIPPEWA - TOWN OF BIRCH CREEK - WARD 1,2,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 1,1,,
,CHIPPEWA - TOWN OF BLOOMER - WARD 2,5,,
,CHIPPEWA - TOWN OF CLEVELAND - WARD 1,5,,
,CHIPPEWA - TOWN OF COLBURN - WARD 1,1,,
,CHIPPEWA - TOWN OF COOKS VALLEY - WARD 1,2,,
,CHIPPEWA - TOWN OF DELMAR - WARD 1,2,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 1,5,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 2,5,,
,CHIPPEWA - TOWN OF EAGLE POINT - WARD 4,4,,
