,,Voter Status,,
,ADAMS - TOWN OF ROME - WARD 5,27,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 1,10,1,
,ADAMS - TOWN OF SPRINGVILLE - WARD 2,17,3,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 1,24,,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 2,11,1,
,ADAMS - TOWN OF STRONGS PRAIRIE - WARD 3,1,,
,ADAMS - VILLAGE OF FRIENDSHIP - WARD 1,13,3,
,ASHLAND - CITY OF ASHLAND - WARD 1,45,3,
,ASHLAND - CITY OF ASHLAND - WARD 10,31,1,
,ASHLAND - CITY OF ASHLAND - WARD 11,39,3,
,ASHLAND - CITY OF ASHLAND - WARD 2,25,3,
,ASHLAND - CITY OF ASHLAND - WARD 3,30,3,
,ASHLAND - CITY OF ASHLAND - WARD 4,58,2,
,ASHLAND - CITY OF ASHLAND - WARD 5,69,8,
,ASHLAND - CITY OF ASHLAND - WARD 6,21,4,
,ASHLAND - CITY OF ASHLAND - WARD 7,26,5,
,ASHLAND - CITY OF ASHLAND - WARD 8,31,4,
,ASHLAND - CITY OF ASHLAND - WARD 9,45,5,
,ASHLAND - CITY OF MELLEN - WARD 1,13,,
,ASHLAND - TOWN OF AGENDA - WARD 1,17,,
,ASHLAND - TOWN OF ASHLAND - WARD 1,35,1,
,ASHLAND - TOWN OF CHIPPEWA - WARD 1,10,1,
,ASHLAND - TOWN OF GINGLES - WARD 1,37,3,
,ASHLAND - TOWN OF GORDON - WARD 2,10,1,
,ASHLAND - TOWN OF JACOBS - WARD 1,23,2,
,ASHLAND - TOWN OF LA POINTE - WARD 1,14,3,
,ASHLAND - TOWN OF MARENGO - WARD 1,12,1,
,ASHLAND - TOWN OF MARENGO - WARD 2,34,,
,ASHLAND - TOWN OF MORSE - WARD 1,15,,
,ASHLAND - TOWN OF MORSE - WARD 2,5,1,
,ASHLAND - TOWN OF MORSE - WARD 3,1,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 1,4,,
,ASHLAND - TOWN OF PEEKSVILLE - WARD 2,1,,
,ASHLAND - TOWN OF SANBORN - WARD 1,11,,
,ASHLAND - TOWN OF SANBORN - WARD 2,18,1,
,ASHLAND - TOWN OF SHANAGOLDEN - WARD 1,3,,
,ASHLAND - TOWN OF WHITE RIVER - WARD 1,68,1,
,ASHLAND - TOWN OF WHITE RIVER - WARD 2,4,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 1,1,,
,ASHLAND - VILLAGE OF BUTTERNUT - WARD 2,13,,
,BARRON - CITY OF BARRON - WARD 1,42,3,
,BARRON - CITY OF BARRON - WARD 2,18,2,
,BARRON - CITY OF BARRON - WARD 3,7,,
,BARRON - CITY OF BARRON - WARD 4,8,2,
,BARRON - CITY OF BARRON - WARD 5,12,1,
,BARRON - CITY OF BARRON - WARD 6,4,,
,BARRON - CITY OF BARRON - WARD 7,4,4,
,BARRON - CITY OF CHETEK - WARD 1,18,1,
,BARRON - CITY OF CHETEK - WARD 2,14,1,
,BARRON - CITY OF CHETEK - WARD 3,25,3,
,BARRON - CITY OF CHETEK - WARD 4,23,1,
,BARRON - CITY OF CUMBERLAND - WARD 1,33,3,
,BARRON - CITY OF CUMBERLAND - WARD 2,18,4,
,BARRON - CITY OF CUMBERLAND - WARD 3,20,,
,BARRON - CITY OF CUMBERLAND - WARD 4,17,3,
,BARRON - CITY OF RICE LAKE - WARD 1,18,1,
,BARRON - CITY OF RICE LAKE - WARD 10,43,2,
,BARRON - CITY OF RICE LAKE - WARD 11,21,2,
,BARRON - CITY OF RICE LAKE - WARD 12,33,3,
,BARRON - CITY OF RICE LAKE - WARD 13,13,2,
,BARRON - CITY OF RICE LAKE - WARD 2,23,1,
,BARRON - CITY OF RICE LAKE - WARD 3,42,6,
,BARRON - CITY OF RICE LAKE - WARD 4,26,2,
,BARRON - CITY OF RICE LAKE - WARD 5,30,6,
,BARRON - CITY OF RICE LAKE - WARD 6,34,4,
,BARRON - CITY OF RICE LAKE - WARD 7,13,,
,BARRON - CITY OF RICE LAKE - WARD 8,17,2,
,BARRON - CITY OF RICE LAKE - WARD 9,14,,
,BARRON - TOWN OF ALMENA - WARD 1,15,3,
,BARRON - TOWN OF ALMENA - WARD 2,7,,
,BARRON - TOWN OF ARLAND - WARD 1,40,1,
,BARRON - TOWN OF BARRON - WARD 1,12,1,
,BARRON - TOWN OF BARRON - WARD 2,18,4,
,BARRON - TOWN OF BEAR LAKE - WARD 1,39,1,
,BARRON - TOWN OF CEDAR LAKE - WARD 1,36,4,
,BARRON - TOWN OF CHETEK - WARD 1,30,1,
,BARRON - TOWN OF CHETEK - WARD 2,25,2,
,BARRON - TOWN OF CLINTON - WARD 1,40,,
,BARRON - TOWN OF CRYSTAL LAKE - WARD 1,26,,
,BARRON - TOWN OF CUMBERLAND - WARD 1,38,,
,BARRON - TOWN OF DALLAS - WARD 1,20,,
,BARRON - TOWN OF DOVRE - WARD 1,29,2,
,BARRON - TOWN OF DOYLE - WARD 1,15,,
,BARRON - TOWN OF DOYLE - WARD 2,12,1,
,BARRON - TOWN OF LAKELAND - WARD 1,8,1,
,BARRON - TOWN OF LAKELAND - WARD 2,25,3,
,BARRON - TOWN OF MAPLE GROVE - WARD 1,32,,
,BARRON - TOWN OF MAPLE GROVE - WARD 2,10,,
,BARRON - TOWN OF MAPLE PLAIN - WARD 1,32,2,
,BARRON - TOWN OF OAK GROVE - WARD 1,19,2,
,BARRON - TOWN OF OAK GROVE - WARD 2,11,2,
,BARRON - TOWN OF PRAIRIE FARM - WARD 1,18,2,
,BARRON - TOWN OF PRAIRIE FARM - WARD 2,7,1,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 1,23,1,
,BARRON - TOWN OF PRAIRIE LAKE - WARD 2,40,2,
,BARRON - TOWN OF RICE LAKE - WARD 1,25,3,
,BARRON - TOWN OF RICE LAKE - WARD 2,16,1,
,BARRON - TOWN OF RICE LAKE - WARD 3,18,4,
,BARRON - TOWN OF RICE LAKE - WARD 4,17,1,
,BARRON - TOWN OF SIOUX CREEK - WARD 1,26,,
,BARRON - TOWN OF STANFOLD - WARD 1,19,2,
,BARRON - TOWN OF STANLEY - WARD 1,33,2,
,BARRON - TOWN OF STANLEY - WARD 2,26,1,
,BARRON - TOWN OF STANLEY - WARD 3,22,3,
,BARRON - TOWN OF STANLEY - WARD 4,31,3,
,BARRON - TOWN OF SUMNER - WARD 1,39,4,
,BARRON - TOWN OF TURTLE LAKE - WARD 1,23,,
,BARRON - TOWN OF VANCE CREEK - WARD 1,35,,
,BARRON - VILLAGE OF ALMENA - WARD 1,23,3,
,BARRON - VILLAGE OF CAMERON - WARD 1,61,6,
,BARRON - VILLAGE OF CAMERON - WARD 2,16,2,
,BARRON - VILLAGE OF CAMERON - WARD 3,8,,
,BARRON - VILLAGE OF DALLAS - WARD 1,11,,
,BARRON - VILLAGE OF HAUGEN - WARD 1,12,1,
,BARRON - VILLAGE OF NEW AUBURN - WARD 2,1,,
,BARRON - VILLAGE OF NEW AUBURN - WARD 3,1,,
,BARRON - VILLAGE OF PRAIRIE FARM - WARD 1,12,1,
,BARRON - VILLAGE OF TURTLE LAKE - WARD 1,21,3,
,BAYFIELD - CITY OF BAYFIELD - WARD 1,6,1,
,BAYFIELD - CITY OF BAYFIELD - WARD 2,3,3,
,BAYFIELD - CITY OF BAYFIELD - WARD 3,8,,
,BAYFIELD - CITY OF BAYFIELD - WARD 4,4,,
,BAYFIELD - CITY OF WASHBURN - WARD 1,32,6,
,BAYFIELD - CITY OF WASHBURN - WARD 2,21,4,
,BAYFIELD - CITY OF WASHBURN - WARD 3,14,2,
,BAYFIELD - CITY OF WASHBURN - WARD 4,47,5,
,BAYFIELD - TOWN OF BARKSDALE - WARD 1,39,,
,BAYFIELD - TOWN OF BARNES - WARD 1,20,,
,BAYFIELD - TOWN OF BAYFIELD - WARD 1,40,2,
,BAYFIELD - TOWN OF BAYVIEW - WARD 1,28,1,
,BAYFIELD - TOWN OF BELL - WARD 1,10,,
,BAYFIELD - TOWN OF CABLE - WARD 1,41,3,
,BAYFIELD - TOWN OF CLOVER - WARD 1,7,,
,BAYFIELD - TOWN OF DELTA - WARD 1,8,4,
,BAYFIELD - TOWN OF DRUMMOND - WARD 1,21,,
,BAYFIELD - TOWN OF EILEEN - WARD 1,31,2,
,BAYFIELD - TOWN OF EILEEN - WARD 2,14,,
,BAYFIELD - TOWN OF GRAND VIEW - WARD 1,13,2,
,BAYFIELD - TOWN OF HUGHES - WARD 1,15,,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,9,1,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,37,4,
,BAYFIELD - TOWN OF KELLY - WARD 1,39,2,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,21,,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,19,1,
,BAYFIELD - TOWN OF MASON - WARD 1,13,,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,5,1,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,3,,
,BAYFIELD - TOWN OF OULU - WARD 1,25,1,
,BAYFIELD - TOWN OF PILSEN - WARD 1,15,2,
,BAYFIELD - TOWN OF PORT WING - WARD 1,12,,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,47,2,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,14,,
,BAYFIELD - TOWN OF TRIPP - WARD 1,17,1,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,40,2,
,BAYFIELD - VILLAGE OF MASON - WARD 1,7,,
,BROWN - CITY OF DE PERE - WARD 1,134,8,
,BROWN - CITY OF DE PERE - WARD 10,93,4,
,BROWN - CITY OF DE PERE - WARD 11,24,5,
,BROWN - CITY OF DE PERE - WARD 12,132,9,
,BROWN - CITY OF DE PERE - WARD 13,134,8,
,BROWN - CITY OF DE PERE - WARD 14,177,15,
,BROWN - CITY OF DE PERE - WARD 15,217,13,
,BROWN - CITY OF DE PERE - WARD 2,125,5,
,BROWN - CITY OF DE PERE - WARD 3,80,2,
,BROWN - CITY OF DE PERE - WARD 4,94,9,
,BROWN - CITY OF DE PERE - WARD 5,16,10,
,BROWN - CITY OF DE PERE - WARD 6,107,5,
,BROWN - CITY OF DE PERE - WARD 7,96,4,
,BROWN - CITY OF DE PERE - WARD 8,82,10,
,BROWN - CITY OF DE PERE - WARD 9,115,9,
,BROWN - CITY OF GREEN BAY - WARD 1,1,1,
,BROWN - CITY OF GREEN BAY - WARD 10,69,1,
,BROWN - CITY OF GREEN BAY - WARD 11,77,7,
,BROWN - CITY OF GREEN BAY - WARD 12,50,6,
,BROWN - CITY OF GREEN BAY - WARD 13,84,8,
,BROWN - CITY OF GREEN BAY - WARD 14,82,4,
,BROWN - CITY OF GREEN BAY - WARD 15,197,14,
,BROWN - CITY OF GREEN BAY - WARD 16,129,7,
,BROWN - CITY OF GREEN BAY - WARD 17,61,3,
,BROWN - CITY OF GREEN BAY - WARD 18,104,5,
,BROWN - CITY OF GREEN BAY - WARD 19,75,10,
,BROWN - CITY OF GREEN BAY - WARD 2,196,10,
,BROWN - CITY OF GREEN BAY - WARD 20,87,4,
,BROWN - CITY OF GREEN BAY - WARD 21,58,5,
,BROWN - CITY OF GREEN BAY - WARD 22,23,2,
,BROWN - CITY OF GREEN BAY - WARD 23,56,6,
,BROWN - CITY OF GREEN BAY - WARD 24,72,8,
,BROWN - CITY OF GREEN BAY - WARD 25,111,9,
,BROWN - CITY OF GREEN BAY - WARD 26,126,21,
,BROWN - CITY OF GREEN BAY - WARD 27,32,7,
,BROWN - CITY OF GREEN BAY - WARD 28,113,7,
,BROWN - CITY OF GREEN BAY - WARD 29,159,10,
,BROWN - CITY OF GREEN BAY - WARD 3,77,4,
,BROWN - CITY OF GREEN BAY - WARD 30,135,11,
,BROWN - CITY OF GREEN BAY - WARD 31,155,5,
,BROWN - CITY OF GREEN BAY - WARD 32,115,7,
,BROWN - CITY OF GREEN BAY - WARD 33,98,4,
,BROWN - CITY OF GREEN BAY - WARD 34,132,2,
,BROWN - CITY OF GREEN BAY - WARD 35,77,2,
,BROWN - CITY OF GREEN BAY - WARD 36,39,2,
,BROWN - CITY OF GREEN BAY - WARD 37,83,6,
,BROWN - CITY OF GREEN BAY - WARD 38,163,11,
,BROWN - CITY OF GREEN BAY - WARD 39,144,9,
,BROWN - CITY OF GREEN BAY - WARD 4,215,16,
,BROWN - CITY OF GREEN BAY - WARD 40,118,6,
,BROWN - CITY OF GREEN BAY - WARD 41,53,4,
,BROWN - CITY OF GREEN BAY - WARD 42,65,4,
,BROWN - CITY OF GREEN BAY - WARD 43,124,5,
,BROWN - CITY OF GREEN BAY - WARD 44,172,5,
,BROWN - CITY OF GREEN BAY - WARD 45,174,12,
,BROWN - CITY OF GREEN BAY - WARD 46,136,10,
,BROWN - CITY OF GREEN BAY - WARD 47,142,6,
,BROWN - CITY OF GREEN BAY - WARD 5,86,3,
,BROWN - CITY OF GREEN BAY - WARD 6,197,13,
,BROWN - CITY OF GREEN BAY - WARD 7,106,6,
,BROWN - CITY OF GREEN BAY - WARD 8,164,5,
,BROWN - CITY OF GREEN BAY - WARD 9,62,3,
,BROWN - TOWN OF EATON - WARD 1,28,3,
,BROWN - TOWN OF EATON - WARD 2,87,,
,BROWN - TOWN OF GLENMORE - WARD 1,35,1,
,BROWN - TOWN OF GLENMORE - WARD 2,21,,
,BROWN - TOWN OF GREEN BAY - WARD 1,23,2,
,BROWN - TOWN OF GREEN BAY - WARD 2,49,1,
,BROWN - TOWN OF GREEN BAY - WARD 3,45,1,
,BROWN - TOWN OF HOLLAND - WARD 1,39,2,
,BROWN - TOWN OF HOLLAND - WARD 2,33,2,
,BROWN - TOWN OF HUMBOLDT - WARD 1,38,1,
,BROWN - TOWN OF HUMBOLDT - WARD 2,26,,
,BROWN - TOWN OF LAWRENCE - WARD 1,57,3,
,BROWN - TOWN OF LAWRENCE - WARD 2,75,1,
,BROWN - TOWN OF LAWRENCE - WARD 3,46,5,
,BROWN - TOWN OF LAWRENCE - WARD 4,127,5,
,BROWN - TOWN OF LAWRENCE - WARD 5,68,1,
,BROWN - TOWN OF LAWRENCE - WARD 6,121,10,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,6,,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,128,5,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,65,1,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,32,,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,57,3,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,100,2,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,49,7,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,28,3,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,51,3,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,41,3,
,BROWN - TOWN OF MORRISON - WARD 1,49,2,
,BROWN - TOWN OF MORRISON - WARD 2,74,2,
,BROWN - TOWN OF NEW DENMARK - WARD 1,26,,
,BROWN - TOWN OF NEW DENMARK - WARD 2,39,1,
,BROWN - TOWN OF NEW DENMARK - WARD 3,26,2,
,BROWN - TOWN OF PITTSFIELD - WARD 1,51,2,
,BROWN - TOWN OF PITTSFIELD - WARD 2,45,2,
,BROWN - TOWN OF PITTSFIELD - WARD 3,51,3,
,BROWN - TOWN OF ROCKLAND - WARD 1,30,1,
,BROWN - TOWN OF ROCKLAND - WARD 2,11,,
,BROWN - TOWN OF ROCKLAND - WARD 3,67,1,
,BROWN - TOWN OF SCOTT - WARD 1,50,11,
,BROWN - TOWN OF SCOTT - WARD 2,52,5,
,BROWN - TOWN OF SCOTT - WARD 3,41,3,
,BROWN - TOWN OF SCOTT - WARD 4,52,2,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,73,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,24,,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,39,4,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,109,7,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,140,10,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,65,8,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,117,7,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,99,8,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,149,8,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,90,3,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,111,14,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,72,3,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,103,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,70,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,107,8,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,49,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,48,6,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,76,4,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,60,1,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,103,6,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,100,9,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,80,7,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,116,1,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,32,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,121,14,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,33,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,71,2,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,50,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,87,8,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,72,3,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,145,4,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,90,5,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,80,7,
,BROWN - VILLAGE OF DENMARK - WARD 1,68,5,
,BROWN - VILLAGE OF DENMARK - WARD 2,37,2,
,BROWN - VILLAGE OF DENMARK - WARD 3,40,5,
,BROWN - VILLAGE OF HOBART - WARD 1,153,10,
,BROWN - VILLAGE OF HOBART - WARD 2,44,3,
,BROWN - VILLAGE OF HOBART - WARD 3,43,4,
,BROWN - VILLAGE OF HOBART - WARD 4,33,4,
,BROWN - VILLAGE OF HOBART - WARD 5,27,2,
,BROWN - VILLAGE OF HOBART - WARD 6,26,2,
,BROWN - VILLAGE OF HOBART - WARD 7,28,2,
,BROWN - VILLAGE OF HOBART - WARD 8,105,6,
,BROWN - VILLAGE OF HOBART - WARD 9,8,2,
,BROWN - VILLAGE OF HOWARD - WARD 1,58,6,
,BROWN - VILLAGE OF HOWARD - WARD 10,82,5,
,BROWN - VILLAGE OF HOWARD - WARD 11,81,5,
,BROWN - VILLAGE OF HOWARD - WARD 12,59,3,
,BROWN - VILLAGE OF HOWARD - WARD 13,69,6,
,BROWN - VILLAGE OF HOWARD - WARD 14,24,,
,BROWN - VILLAGE OF HOWARD - WARD 15,151,8,
,BROWN - VILLAGE OF HOWARD - WARD 16,76,4,
,BROWN - VILLAGE OF HOWARD - WARD 18,40,,
,BROWN - VILLAGE OF HOWARD - WARD 2,54,3,
,BROWN - VILLAGE OF HOWARD - WARD 3,38,4,
,BROWN - VILLAGE OF HOWARD - WARD 4,36,5,
,BROWN - VILLAGE OF HOWARD - WARD 5,48,7,
,BROWN - VILLAGE OF HOWARD - WARD 6,43,3,
,BROWN - VILLAGE OF HOWARD - WARD 7,96,6,
,BROWN - VILLAGE OF HOWARD - WARD 8,127,9,
,BROWN - VILLAGE OF HOWARD - WARD 9,67,4,
,BROWN - VILLAGE OF PULASKI - WARD 1,42,1,
,BROWN - VILLAGE OF PULASKI - WARD 2,75,4,
,BROWN - VILLAGE OF PULASKI - WARD 3,75,1,
,BROWN - VILLAGE OF PULASKI - WARD 6,34,3,
,BROWN - VILLAGE OF SUAMICO - WARD 1,77,4,
,BROWN - VILLAGE OF SUAMICO - WARD 2,82,4,
,BROWN - VILLAGE OF SUAMICO - WARD 3,75,3,
,BROWN - VILLAGE OF SUAMICO - WARD 4,107,5,
,BROWN - VILLAGE OF SUAMICO - WARD 5,125,8,
,BROWN - VILLAGE OF SUAMICO - WARD 6,88,4,
,BROWN - VILLAGE OF SUAMICO - WARD 7,59,3,
,BROWN - VILLAGE OF SUAMICO - WARD 8,193,17,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 1,101,10,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 2,62,5,
,BROWN - VILLAGE OF WRIGHTSTOWN - WARD 3,47,2,
,BUFFALO - CITY OF ALMA - WARD 1,14,2,
,BUFFALO - CITY OF ALMA - WARD 2,10,1,
,BUFFALO - CITY OF BUFFALO - WARD 1,39,4,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 1,14,1,
,BUFFALO - CITY OF FOUNTAIN CITY - WARD 2,20,2,
,BUFFALO - CITY OF MONDOVI - WARD 1,44,7,
,BUFFALO - CITY OF MONDOVI - WARD 2,40,2,
,BUFFALO - CITY OF MONDOVI - WARD 3,74,5,
,BUFFALO - TOWN OF ALMA - WARD 1,6,,
,BUFFALO - TOWN OF BELVIDERE - WARD 1,27,2,
,BUFFALO - TOWN OF BUFFALO - WARD 1,31,3,
,BUFFALO - TOWN OF CANTON - WARD 1,10,1,
,BUFFALO - TOWN OF CROSS - WARD 1,27,,
,BUFFALO - TOWN OF DOVER - WARD 1,15,1,
,BUFFALO - TOWN OF GILMANTON - WARD 1,21,,
,BUFFALO - TOWN OF GLENCOE - WARD 1,13,1,
,BUFFALO - TOWN OF LINCOLN - WARD 1,17,,
,BUFFALO - TOWN OF MAXVILLE - WARD 1,23,2,
,BUFFALO - TOWN OF MILTON - WARD 1,23,3,
,BUFFALO - TOWN OF MODENA - WARD 1,24,,
,BUFFALO - TOWN OF MONDOVI - WARD 1,8,,
,BUFFALO - TOWN OF MONTANA - WARD 1,18,1,
,BUFFALO - TOWN OF NAPLES - WARD 1,36,2,
,BUFFALO - TOWN OF NELSON - WARD 1,23,2,
,BUFFALO - TOWN OF WAUMANDEE - WARD 1,23,2,
,BUFFALO - VILLAGE OF COCHRANE - WARD 1,17,1,
,BUFFALO - VILLAGE OF NELSON - WARD 1,9,2,
,BURNETT - TOWN OF ANDERSON - WARD 1,14,,
,BURNETT - TOWN OF BLAINE - WARD 1,8,,
,BURNETT - TOWN OF DANIELS - WARD 1,12,4,
,BURNETT - TOWN OF DEWEY - WARD 1,21,2,
,BURNETT - TOWN OF GRANTSBURG - WARD 1,6,5,
,BURNETT - TOWN OF GRANTSBURG - WARD 2,12,1,
,BURNETT - TOWN OF GRANTSBURG - WARD 3,12,1,
,BURNETT - TOWN OF JACKSON - WARD 1,12,,
,BURNETT - TOWN OF LA FOLLETTE - WARD 1,8,,
,BURNETT - TOWN OF LA FOLLETTE - WARD 2,5,,
,BURNETT - TOWN OF LINCOLN - WARD 1,9,1,
,BURNETT - TOWN OF MEENON - WARD 1,12,1,
,BURNETT - TOWN OF MEENON - WARD 2,6,,
,BURNETT - TOWN OF MEENON - WARD 3,11,,
,BURNETT - TOWN OF OAKLAND - WARD 1,3,,
,BURNETT - TOWN OF OAKLAND - WARD 2,5,3,
,BURNETT - TOWN OF ROOSEVELT - WARD 1,19,,
,BURNETT - TOWN OF RUSK - WARD 1,14,,
,BURNETT - TOWN OF SAND LAKE - WARD 1,22,3,
,BURNETT - TOWN OF SCOTT - WARD 1,6,,
,BURNETT - TOWN OF SCOTT - WARD 2,3,,
,BURNETT - TOWN OF SIREN - WARD 1,14,,
,BURNETT - TOWN OF SIREN - WARD 2,8,,
,BURNETT - TOWN OF SWISS - WARD 1,7,,
,BURNETT - TOWN OF SWISS - WARD 2,1,1,
,BURNETT - TOWN OF TRADE LAKE - WARD 1,18,5,
,BURNETT - TOWN OF TRADE LAKE - WARD 2,3,,
,BURNETT - TOWN OF UNION - WARD 1,10,,
,BURNETT - TOWN OF WEBB LAKE - WARD 1,,2,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 1,7,2,
,BURNETT - TOWN OF WEST MARSHLAND - WARD 2,1,,
,BURNETT - TOWN OF WOOD RIVER - WARD 1,27,2,
,BURNETT - TOWN OF WOOD RIVER - WARD 2,2,,
,BURNETT - TOWN OF WOOD RIVER - WARD 3,5,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 1,27,2,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 2,10,,
,BURNETT - VILLAGE OF GRANTSBURG - WARD 3,7,1,
,BURNETT - VILLAGE OF SIREN - WARD 1,18,3,
,BURNETT - VILLAGE OF SIREN - WARD 2,1,,
,BURNETT - VILLAGE OF WEBSTER - WARD 1,14,,
,BURNETT - VILLAGE OF WEBSTER - WARD 2,8,3,
,CALUMET - CITY OF APPLETON - WARD 12,22,3,
,CALUMET - CITY OF APPLETON - WARD 13,101,3,
,CALUMET - CITY OF APPLETON - WARD 14,78,7,
,CALUMET - CITY OF APPLETON - WARD 26,138,11,
,CALUMET - CITY OF APPLETON - WARD 44,112,11,
,CALUMET - CITY OF APPLETON - WARD 45,165,9,
,CALUMET - CITY OF APPLETON - WARD 46,9,,
,CALUMET - CITY OF BRILLION - WARD 1,34,4,
,CALUMET - CITY OF BRILLION - WARD 2,52,4,
,CALUMET - CITY OF BRILLION - WARD 3,41,2,
