,,Voter Status,,
,DOUGLAS - TOWN OF SUPERIOR - WARD 2,1,,
,DOUGLAS - TOWN OF WASCOTT - WARD 1,2,,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 1,1,,
,DOUGLAS - VILLAGE OF OLIVER - WARD 1,3,,
,DOUGLAS - VILLAGE OF POPLAR - WARD 1,,2,
,DOUGLAS - VILLAGE OF SOLON SPRINGS - WARD 1,3,,
,DOUGLAS - VILLAGE OF SUPERIOR - WARD 1,2,,
,DUNN - CITY OF MENOMONIE - WARD 1,6,,
,DUNN - CITY OF MENOMONIE - WARD 10,2,,
,DUNN - CITY OF MENOMONIE - WARD 11,,2,
,DUNN - CITY OF MENOMONIE - WARD 2,2,,
,DUNN - CITY OF MENOMONIE - WARD 3,3,,
,DUNN - CITY OF MENOMONIE - WARD 4,1,,
,DUNN - CITY OF MENOMONIE - WARD 6,1,,
,DUNN - CITY OF MENOMONIE - WARD 8,1,,
,DUNN - TOWN OF DUNN - WARD 1,3,,
,DUNN - TOWN OF DUNN - WARD 2,1,,
,DUNN - TOWN OF EAU GALLE - WARD 1,3,,
,DUNN - TOWN OF ELK MOUND - WARD 1,2,,
,DUNN - TOWN OF ELK MOUND - WARD 3,2,,
,DUNN - TOWN OF HAY RIVER - WARD 1,2,,
,DUNN - TOWN OF HAY RIVER - WARD 2,1,,
,DUNN - TOWN OF MENOMONIE - WARD 2,2,,
,DUNN - TOWN OF MENOMONIE - WARD 3,2,,
,DUNN - TOWN OF RED CEDAR - WARD 1,1,1,
,DUNN - TOWN OF RED CEDAR - WARD 2,1,,
,DUNN - TOWN OF RED CEDAR - WARD 3,,1,
,DUNN - TOWN OF SHERMAN - WARD 1,2,1,
,DUNN - TOWN OF SPRING BROOK - WARD 2,5,,
,DUNN - TOWN OF STANTON - WARD 1,1,,
,DUNN - TOWN OF TAINTER - WARD 1,1,,
,DUNN - TOWN OF TAINTER - WARD 2,1,1,
,DUNN - TOWN OF TAINTER - WARD 3,4,,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,1,,
,DUNN - VILLAGE OF COLFAX - WARD 1,,1,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,2,,
,DUNN - VILLAGE OF KNAPP - WARD 1,1,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,6,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,12,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,3,2,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,7,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,2,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,5,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,3,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,3,,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,1,,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,5,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,10,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,18,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,14,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,15,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,10,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,19,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,5,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,3,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,4,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,12,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,3,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,18,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,21,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,2,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,2,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,15,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,39,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,12,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,10,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,14,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,8,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,3,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,11,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,6,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,6,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,11,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,5,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,7,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,3,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 44,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,2,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,8,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,4,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,4,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,6,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,2,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,5,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,5,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,7,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,5,,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,2,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,3,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,4,1,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,1,,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,2,,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 1,1,,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,3,,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,1,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,3,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,4,,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,5,1,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,8,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,7,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,2,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,2,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,7,1,
,EAU CLAIRE - TOWN OF UNION - WARD 1,1,,
,EAU CLAIRE - TOWN OF UNION - WARD 2,2,,
,EAU CLAIRE - TOWN OF UNION - WARD 3,2,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,2,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,6,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,9,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,12,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,1,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,7,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,1,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,1,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,7,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,1,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,4,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,4,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,19,,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,1,,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 1,4,,
,FLORENCE - TOWN OF AURORA - WARD 2,1,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 1,1,,
,FLORENCE - TOWN OF FERN - WARD 1,2,1,
,FLORENCE - TOWN OF FLORENCE - WARD 1,1,,
,FLORENCE - TOWN OF FLORENCE - WARD 2,1,,
,FLORENCE - TOWN OF FLORENCE - WARD 5,3,,
,FLORENCE - TOWN OF FLORENCE - WARD 6,2,,
,FLORENCE - TOWN OF HOMESTEAD - WARD 1,3,,
,FLORENCE - TOWN OF TIPLER - WARD 1,2,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 1,4,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 10,8,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 11,4,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 12,8,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 13,4,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 14,7,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 15,14,4,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 16,6,1,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 18,1,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 19,5,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 2,5,1,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 21,7,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 22,15,1,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 23,13,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 24,11,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 25,14,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 3,10,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 4,5,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 5,14,1,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 6,8,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 7,7,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 8,10,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 9,6,,
,FOND DU LAC - CITY OF RIPON - WARD 1,2,,
,FOND DU LAC - CITY OF RIPON - WARD 10,4,,
,FOND DU LAC - CITY OF RIPON - WARD 11,3,,
,FOND DU LAC - CITY OF RIPON - WARD 2,2,,
,FOND DU LAC - CITY OF RIPON - WARD 5,7,,
,FOND DU LAC - CITY OF RIPON - WARD 6,1,,
,FOND DU LAC - CITY OF RIPON - WARD 7,2,,
,FOND DU LAC - CITY OF RIPON - WARD 8,2,,
,FOND DU LAC - CITY OF RIPON - WARD 9,1,,
,FOND DU LAC - CITY OF WAUPUN - WARD 10,6,1,
,FOND DU LAC - CITY OF WAUPUN - WARD 11,5,,
,FOND DU LAC - CITY OF WAUPUN - WARD 12,2,,
,FOND DU LAC - CITY OF WAUPUN - WARD 9,2,,
,FOND DU LAC - TOWN OF ALTO - WARD 1,3,,
,FOND DU LAC - TOWN OF ALTO - WARD 2,3,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 1,1,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 3,2,,
,FOND DU LAC - TOWN OF AUBURN - WARD 1,2,,
,FOND DU LAC - TOWN OF AUBURN - WARD 2,2,,
,FOND DU LAC - TOWN OF AUBURN - WARD 3,2,,
,FOND DU LAC - TOWN OF BYRON - WARD 1,5,,
,FOND DU LAC - TOWN OF BYRON - WARD 2,2,,
,FOND DU LAC - TOWN OF CALUMET - WARD 1,3,,
,FOND DU LAC - TOWN OF CALUMET - WARD 2,1,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 1,1,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 2,1,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 3,2,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 1,4,1,
,FOND DU LAC - TOWN OF EMPIRE - WARD 2,2,,
,FOND DU LAC - TOWN OF EMPIRE - WARD 3,2,1,
,FOND DU LAC - TOWN OF EMPIRE - WARD 4,1,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 1,9,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 2,1,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 3,6,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 5,3,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 7,1,,
,FOND DU LAC - TOWN OF FOREST - WARD 1,1,,
,FOND DU LAC - TOWN OF FOREST - WARD 2,1,,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 3,2,,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 1,3,,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 2,2,,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 2,4,,
,FOND DU LAC - TOWN OF METOMEN - WARD 2,2,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 1,2,,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 1,3,,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 2,2,,
,FOND DU LAC - TOWN OF RIPON - WARD 1,1,,
,FOND DU LAC - TOWN OF RIPON - WARD 2,1,,
,FOND DU LAC - TOWN OF ROSENDALE - WARD 1,2,,
,FOND DU LAC - TOWN OF SPRINGVALE - WARD 1,1,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 1,11,1,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 2,5,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 3,6,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 4,4,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 5,9,,
,FOND DU LAC - TOWN OF WAUPUN - WARD 1,1,,
,FOND DU LAC - TOWN OF WAUPUN - WARD 2,1,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 1,3,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 2,2,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 4,5,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 1,16,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 2,5,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 3,2,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 4,5,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 5,5,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 6,2,1,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 1,1,,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 2,2,,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 1,3,,
,FOREST - CITY OF CRANDON - WARD 3,1,1,
,FOREST - CITY OF CRANDON - WARD 4,2,,
,FOREST - TOWN OF ARMSTRONG CREEK - WARD 1,2,,
,FOREST - TOWN OF CASWELL - WARD 1,2,,
,FOREST - TOWN OF FREEDOM - WARD 1,1,,
,FOREST - TOWN OF HILES - WARD 1,4,,
,FOREST - TOWN OF LAONA - WARD 2,1,,
,FOREST - TOWN OF LINCOLN - WARD 1,2,,
,FOREST - TOWN OF LINCOLN - WARD 3,1,,
,FOREST - TOWN OF NASHVILLE - WARD 3,2,,
,FOREST - TOWN OF WABENO - WARD 1,4,,
,FOREST - TOWN OF WABENO - WARD 3,1,,
,FOREST - TOWN OF WABENO - WARD 4,1,,
,GRANT - CITY OF BOSCOBEL - WARD 1,1,,
,GRANT - CITY OF BOSCOBEL - WARD 2,1,,
,GRANT - CITY OF BOSCOBEL - WARD 4,1,,
,GRANT - CITY OF CUBA CITY - WARD 1,2,1,
,GRANT - CITY OF FENNIMORE - WARD 2,1,,
,GRANT - CITY OF FENNIMORE - WARD 4,1,,
,GRANT - CITY OF LANCASTER - WARD 1,2,,
,GRANT - CITY OF LANCASTER - WARD 3,1,,
,GRANT - CITY OF LANCASTER - WARD 4,2,,
,GRANT - CITY OF LANCASTER - WARD 5,1,,
,GRANT - CITY OF LANCASTER - WARD 6,1,,
,GRANT - CITY OF PLATTEVILLE - WARD 1,5,2,
,GRANT - CITY OF PLATTEVILLE - WARD 2,4,2,
,GRANT - CITY OF PLATTEVILLE - WARD 3,6,,
,GRANT - CITY OF PLATTEVILLE - WARD 4,7,,
,GRANT - CITY OF PLATTEVILLE - WARD 5,1,,
,GRANT - CITY OF PLATTEVILLE - WARD 7,8,2,
,GRANT - CITY OF PLATTEVILLE - WARD 8,2,,
,GRANT - TOWN OF BEETOWN - WARD 1,1,,
,GRANT - TOWN OF BLOOMINGTON - WARD 1,1,,
,GRANT - TOWN OF CASSVILLE - WARD 1,1,,
,GRANT - TOWN OF GLEN HAVEN - WARD 1,1,,
,GRANT - TOWN OF HARRISON - WARD 1,1,,
,GRANT - TOWN OF HAZEL GREEN - WARD 2,1,,
,GRANT - TOWN OF JAMESTOWN - WARD 2,5,,
,GRANT - TOWN OF LIBERTY - WARD 1,1,,
,GRANT - TOWN OF LITTLE GRANT - WARD 1,1,,
,GRANT - TOWN OF MARION - WARD 1,1,,
,GRANT - TOWN OF MILLVILLE - WARD 1,1,,
,GRANT - TOWN OF MOUNT HOPE - WARD 1,1,1,
,GRANT - TOWN OF PATCH GROVE - WARD 1,2,1,
,GRANT - TOWN OF PLATTEVILLE - WARD 2,1,1,
,GRANT - TOWN OF PLATTEVILLE - WARD 3,1,,
,GRANT - TOWN OF POTOSI - WARD 1,2,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 1,1,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 2,1,,
,GRANT - TOWN OF WATERLOO - WARD 1,1,,
,GRANT - VILLAGE OF BAGLEY - WARD 1,2,,
,GRANT - VILLAGE OF BLOOMINGTON - WARD 1,1,,
,GRANT - VILLAGE OF BLUE RIVER - WARD 1,1,,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 1,1,,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 2,1,,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 2,,1,
,GRANT - VILLAGE OF MONTFORT - WARD 1,1,,
,GRANT - VILLAGE OF MOUNT HOPE - WARD 1,1,,
,GRANT - VILLAGE OF MUSCODA - WARD 1,2,,
,GRANT - VILLAGE OF MUSCODA - WARD 2,2,,
,GRANT - VILLAGE OF PATCH GROVE - WARD 1,1,,
,GRANT - VILLAGE OF POTOSI - WARD 1,2,,
,GREEN - CITY OF BRODHEAD - WARD 1,2,,
,GREEN - CITY OF BRODHEAD - WARD 2,4,,
,GREEN - CITY OF BRODHEAD - WARD 3,1,1,
,GREEN - CITY OF MONROE - WARD 1,1,,
,GREEN - CITY OF MONROE - WARD 2,2,1,
,GREEN - CITY OF MONROE - WARD 3,5,1,
,GREEN - CITY OF MONROE - WARD 4,,1,
,GREEN - CITY OF MONROE - WARD 5,4,,
,GREEN - CITY OF MONROE - WARD 6,7,,
,GREEN - CITY OF MONROE - WARD 7,1,,
,GREEN - CITY OF MONROE - WARD 8,2,1,
,GREEN - CITY OF MONROE - WARD 9,4,,
,GREEN - TOWN OF ADAMS - WARD 1,1,,
,GREEN - TOWN OF ALBANY - WARD 1,2,,
,GREEN - TOWN OF ALBANY - WARD 2,4,1,
,GREEN - TOWN OF BROOKLYN - WARD 1,6,,
,GREEN - TOWN OF BROOKLYN - WARD 3,1,,
,GREEN - TOWN OF CLARNO - WARD 1,1,,
,GREEN - TOWN OF DECATUR - WARD 1,1,,
,GREEN - TOWN OF DECATUR - WARD 2,1,,
,GREEN - TOWN OF DECATUR - WARD 3,1,,
,GREEN - TOWN OF EXETER - WARD 1,4,,
,GREEN - TOWN OF EXETER - WARD 3,5,,
,GREEN - TOWN OF JEFFERSON - WARD 1,3,,
,GREEN - TOWN OF JEFFERSON - WARD 2,1,,
,GREEN - TOWN OF JORDAN - WARD 1,2,,
,GREEN - TOWN OF MONROE - WARD 1,3,,
,GREEN - TOWN OF MONROE - WARD 2,1,,
,GREEN - TOWN OF NEW GLARUS - WARD 1,10,,
,GREEN - TOWN OF NEW GLARUS - WARD 2,4,,
,GREEN - TOWN OF SPRING GROVE - WARD 1,3,1,
,GREEN - TOWN OF SYLVESTER - WARD 2,,1,
,GREEN - TOWN OF WASHINGTON - WARD 1,1,,
,GREEN - TOWN OF YORK - WARD 1,3,,
,GREEN - VILLAGE OF ALBANY - WARD 1,3,,
,GREEN - VILLAGE OF ALBANY - WARD 2,1,,
,GREEN - VILLAGE OF BELLEVILLE - WARD 3,2,,
,GREEN - VILLAGE OF BROWNTOWN - WARD 1,1,,
,GREEN - VILLAGE OF MONTICELLO - WARD 1,1,,
,GREEN - VILLAGE OF MONTICELLO - WARD 2,1,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 1,5,1,
,GREEN - VILLAGE OF NEW GLARUS - WARD 2,5,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 3,2,,
,GREEN - VILLAGE OF NEW GLARUS - WARD 4,1,,
,GREEN LAKE - CITY OF BERLIN - WARD 1,2,,
,GREEN LAKE - CITY OF BERLIN - WARD 2,2,,
,GREEN LAKE - CITY OF BERLIN - WARD 5,1,,
,GREEN LAKE - CITY OF BERLIN - WARD 6,2,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 1,1,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 2,3,,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 3,3,,
,GREEN LAKE - CITY OF MARKESAN - WARD 3,1,,
,GREEN LAKE - CITY OF PRINCETON - WARD 3,1,1,
,GREEN LAKE - CITY OF PRINCETON - WARD 4,1,,
,GREEN LAKE - TOWN OF BERLIN - WARD 1,3,,
,GREEN LAKE - TOWN OF BERLIN - WARD 2,,1,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 1,2,1,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 2,1,,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 3,2,,
,GREEN LAKE - TOWN OF MARQUETTE - WARD 1,3,,
,GREEN LAKE - TOWN OF PRINCETON - WARD 1,1,,
,GREEN LAKE - TOWN OF SENECA - WARD 1,2,,
,GREEN LAKE - VILLAGE OF KINGSTON - WARD 1,2,,
,GREEN LAKE - VILLAGE OF MARQUETTE - WARD 1,,1,
,IOWA - CITY OF DODGEVILLE - WARD 1,8,,
,IOWA - CITY OF DODGEVILLE - WARD 2,3,,
,IOWA - CITY OF DODGEVILLE - WARD 3,8,1,
,IOWA - CITY OF DODGEVILLE - WARD 4,1,1,
,IOWA - CITY OF DODGEVILLE - WARD 5,4,1,
,IOWA - CITY OF DODGEVILLE - WARD 6,2,1,
,IOWA - CITY OF DODGEVILLE - WARD 7,6,,
,IOWA - CITY OF DODGEVILLE - WARD 8,1,,
,IOWA - CITY OF DODGEVILLE - WARD 9,1,1,
,IOWA - CITY OF MINERAL POINT - WARD 1,6,,
,IOWA - CITY OF MINERAL POINT - WARD 2,2,,
,IOWA - CITY OF MINERAL POINT - WARD 3,3,,
,IOWA - CITY OF MINERAL POINT - WARD 4,2,1,
,IOWA - CITY OF MINERAL POINT - WARD 6,3,1,
,IOWA - TOWN OF ARENA - WARD 1,2,,
,IOWA - TOWN OF ARENA - WARD 2,2,,
,IOWA - TOWN OF BRIGHAM - WARD 1,2,,
,IOWA - TOWN OF BRIGHAM - WARD 2,3,,
,IOWA - TOWN OF DODGEVILLE - WARD 1,2,,
,IOWA - TOWN OF DODGEVILLE - WARD 2,1,,
,IOWA - TOWN OF DODGEVILLE - WARD 3,9,,
,IOWA - TOWN OF DODGEVILLE - WARD 4,1,,
,IOWA - TOWN OF HIGHLAND - WARD 2,1,,
,IOWA - TOWN OF LINDEN - WARD 3,2,,
,IOWA - TOWN OF MINERAL POINT - WARD 2,6,,
,IOWA - TOWN OF MOSCOW - WARD 1,,1,
,IOWA - TOWN OF MOSCOW - WARD 2,1,,
,IOWA - TOWN OF PULASKI - WARD 1,1,1,
,IOWA - TOWN OF RIDGEWAY - WARD 1,2,,
,IOWA - TOWN OF WALDWICK - WARD 1,1,,
,IOWA - TOWN OF WYOMING - WARD 2,1,,
,IOWA - VILLAGE OF ARENA - WARD 1,1,,
,IOWA - VILLAGE OF AVOCA - WARD 1,3,,
,IOWA - VILLAGE OF BARNEVELD - WARD 1,5,,
,IOWA - VILLAGE OF BARNEVELD - WARD 2,1,,
,IOWA - VILLAGE OF COBB - WARD 1,4,,
,IOWA - VILLAGE OF HIGHLAND - WARD 1,3,,
,IOWA - VILLAGE OF LINDEN - WARD 1,,1,
,IOWA - VILLAGE OF MONTFORT - WARD 2,1,,
,IOWA - VILLAGE OF REWEY - WARD 1,1,1,
,IRON - CITY OF HURLEY - WARD 1,1,,
,IRON - CITY OF HURLEY - WARD 2,1,,
,IRON - CITY OF HURLEY - WARD 3,1,,
,IRON - CITY OF HURLEY - WARD 4,3,,
,IRON - CITY OF MONTREAL - WARD 1,2,,
,IRON - TOWN OF MERCER - WARD 1,6,1,
,IRON - TOWN OF MERCER - WARD 2,4,,
,IRON - TOWN OF MERCER - WARD 3,6,,
,IRON - TOWN OF MERCER - WARD 4,1,,
,IRON - TOWN OF OMA - WARD 1,2,,
,IRON - TOWN OF PENCE - WARD 1,1,,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 1,1,1,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 2,1,,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 4,4,,
,JACKSON - TOWN OF ADAMS - WARD 1,1,,
,JACKSON - TOWN OF ADAMS - WARD 2,3,1,
,JACKSON - TOWN OF ALBION - WARD 1,1,,
,JACKSON - TOWN OF ALBION - WARD 3,1,,
,JACKSON - TOWN OF ALMA - WARD 1,2,,
,JACKSON - TOWN OF ALMA - WARD 2,1,,
,JACKSON - TOWN OF BROCKWAY - WARD 1,2,,
,JACKSON - TOWN OF BROCKWAY - WARD 2,1,,
,JACKSON - TOWN OF CLEVELAND - WARD 1,2,,
,JACKSON - TOWN OF GARFIELD - WARD 1,1,,
,JACKSON - TOWN OF HIXTON - WARD 2,1,,
,JACKSON - TOWN OF IRVING - WARD 3,1,,
,JACKSON - TOWN OF KNAPP - WARD 1,2,,
,JACKSON - TOWN OF KOMENSKY - WARD 1,1,,
,JACKSON - VILLAGE OF ALMA CENTER - WARD 1,2,,
,JACKSON - VILLAGE OF HIXTON - WARD 1,3,,
,JACKSON - VILLAGE OF MELROSE - WARD 1,4,,
,JACKSON - VILLAGE OF MERRILLAN - WARD 1,,1,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 1,10,,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 2,,2,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 3,6,,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 4,5,,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 5,4,,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 6,5,,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 7,4,,
